"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","BF"
448,"12/7/2017 15:18:09",4,1,18,1,5,5,5,5,3,4,5,4,4,4,4,3,4,4,2,4,5,3,3,4,5,3,3,1,3,3,3,5,4,4,2,4,3,2,3,4,5,3,4,5,4,3,3,5,5,5,5,4,3,4,4,4,4,4,3,4,5,1,1,2,1,1,1,2,2,1,1,2,3,2,3,1,1,1,2,1,5,2,1,1,2,4,3,3,1,2,2,1,2,1,3,1,1,1,"Herauszufinden wie das aktuelle Empfinden der Menschen verschiedener Altersstufen ist und ob sie als Mensch ihren eigenen Wert erkennen und von ihrer Umgebung akzeptiert werden.",1.2,1.75,2.25,1.75,1.25,3,2.75,2,2.5,2.25,3.25,2.8,1.5,2.33333333333333,1.2,1,2,1.66666666666667,1,2.25,3.66666666666667,1.75,2.25,2.18452380952381,1.86481481481481,2.02466931216931,NA,0,0.8987386429524701
485,"12/13/2017 14:46:03",5,1,20,1,3,4,4,4,3,3,4,3,3,4,3,4,4,3,3,4,4,4,3,3,4,3,3,3,2,4,3,4,3,4,4,3,4,3,4,4,1,4,3,4,4,4,3,1,4,3,3,4,3,4,5,4,4,4,4,4,1,1,1,1,1,3,1,1,1,1,2,1,3,3,1,1,2,1,2,2,4,2,2,1,3,3,1,2,3,1,3,3,1,1,2,1,1,1,"Meiner Meinung war Ziel, die GefÃ¼hle einer Person zu bestimmten Themen zu erfahren und sie in Beziehung zu bestimmten PersÃ¶nlichkeitsmerkmalen zu setzen.",4,2.5,2.25,2.5,1.75,3.25,2.25,2.75,2,2.75,2.25,2.8,2.25,2,1.6,1.2,2,2,1.8,2.25,3,1.25,1,2.52142857142857,1.78888888888889,2.15515873015873,NA,0,0.8978757651236818
486,"12/13/2017 14:46:09",5,1,19,1,4,5,4,4,2,3,4,4,4,3,4,4,4,2,4,4,3,4,4,3,5,4,4,1,3,5,3,4,5,3,5,5,3,3,4,5,5,5,4,5,3,3,4,5,4,3,5,5,4,5,4,4,2,4,3,4,5,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,1,4,2,3,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,"wegen der Diskrepanz zwischen dem ersten und dem zweiten Bilderdurchlauf geht es eventuell darum ob positive eindrÃ¼cke wie die scheinbar glÃ¼cklichen Paarbeziehungen auf den Fotos einen einfluss auf negative und abstoÃŸende bilder haben kÃ¶nnen. Eventuell spielen die WÃ¶rter die zwischendrin eingeblendet wurden eine ablenkende Rolle. Prinzipiell ist mir das Ziel der Studie eher uneinsichtig.",1,2.5,1.5,2.25,1.75,3,2.25,2.5,2.25,2,3.25,1.6,2.75,1.33333333333333,1.4,1,1,1,1.4,1.25,3.33333333333333,1.5,1.25,2.13809523809524,1.45925925925926,1.79867724867725,NA,0,0.8970158871022642
487,"12/13/2017 14:46:14",5,1,25,1,5,5,4,4,5,3,5,4,3,4,5,3,4,1,3,5,5,4,3,4,5,4,4,3,4,3,2,5,4,5,2,4,3,4,4,2,5,4,4,2,4,5,3,4,4,5,4,2,4,5,5,5,4,3,5,5,5,1,1,1,1,1,2,3,2,2,1,2,3,1,1,1,1,1,3,2,4,2,1,3,4,1,1,2,2,1,2,1,4,1,3,1,1,2,"sich Ã¼ber sein derzeitiges Befinden Gedanken machen",1.4,1.25,1.25,3.5,1,2.25,2,2,2,2.25,2.25,2.8,1.75,3.66666666666667,2,1.2,1,2,1.8,2.5,3.33333333333333,1.25,1.5,2.09761904761905,1.84259259259259,1.97010582010582,NA,0,0.8961589894027875
490,"12/13/2017 14:46:30",6,1,21,1,5,5,5,5,3,2,4,3,3,3,3,2,3,3,2,4,3,4,5,4,3,4,3,5,3,2,3,4,5,4,2,5,4,4,5,4,5,4,5,3,3,5,4,5,4,4,5,3,4,4,3,4,4,2,5,4,5,1,1,2,1,1,1,2,2,1,1,2,3,1,2,3,2,2,1,5,4,2,1,1,3,2,1,2,2,1,1,2,2,1,4,1,1,1,"Individuell gewÃ¤hlte Anzeigedauer von unangenehmen Bildern, vor allem wenn schon einmal gesehen (drÃ¼ckt man schneller weiter zb)<br>positive(mehrmals gezeigt) und negative Bilder, neutrale Aussagen, negative Bilder...?",1,2.25,2.25,2.25,2.5,2.75,2,1.25,2.25,2,2.25,2.6,2.5,3.66666666666667,2.2,1.2,1.5,1,1.4,2,3.66666666666667,2,1.5,2.25119047619048,1.82962962962963,2.04041005291005,NA,0,0.9409712517731472
495,"12/13/2017 15:39:29",5,1,35,1,5,5,4,5,3,4,5,3,4,5,5,4,4,4,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,4,3,5,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,5,5,4,4,5,5,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,"Selbstwirksamkeitserwartungen? Wie sehe ich mich? Wie sehen mich andere? Aber warum die Bilder/WÃ¶rter?",1.8,2,1.25,2,1,2.25,1,1.5,1.25,2,1.5,1.8,1.75,2,1.4,1,1,1.33333333333333,1,1,2.33333333333333,1,1.25,1.65,1.25740740740741,1.4537037037037,NA,0,0.9401485843900004
497,"12/13/2017 16:10:46",6,1,21,2,3,5,5,4,2,4,4,5,5,5,4,3,3,3,4,4,4,5,4,5,5,3,5,4,3,5,2,5,5,5,3,3,4,4,5,5,2,5,4,3,4,4,4,2,4,5,4,5,3,5,4,5,3,3,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,"Die eigene SelbsteinschÃ¤tzung. Wie man sich selbst in der Welt sieht, also welche Position man einnimmt und was man wahrnimmt was andere Ã¼ber einen denken.<br>Und durch den Teil mit den Bildern und der Frage wie unangenehm man diese fand kÃ¶nnte auch die Korrelation zwischen dem eigenen SelbstwertgefÃ¼hl und der Grad wie schnell bzw. ab wann einem was unangenehm ist. Also zb. desto selbstbewusster, desto weniger schnell ist man angeekelt.",3.2,1,1.5,1.5,1.5,3.5,1.75,2.5,1.75,2,2,1.4,1.75,3,1.4,1,1.25,1.66666666666667,1.4,1,1.66666666666667,1,1,2.025,1.26481481481481,1.64490740740741,NA,0,0.9893920043292063
498,"12/13/2017 16:10:57",3,1,21,1,4,5,5,5,4,3,5,4,5,4,3,3,3,3,3,4,5,4,3,5,5,3,4,3,3,4,3,4,5,3,5,5,4,4,4,4,5,3,4,4,4,4,3,5,4,5,4,4,3,4,4,3,4,5,4,3,5,4,2,2,2,2,5,2,2,2,2,2,2,2,2,3,3,2,2,1,3,2,1,2,2,3,2,3,3,1,2,2,1,1,3,1,1,2,"Emotionen und GefÃ¼hle bewusst wahrzunehmen",1,2.25,2.5,1.75,1.5,2.75,1.75,2.25,2.5,2.5,2.5,2.2,1.5,1.33333333333333,1.6,2.8,2,1.66666666666667,2.2,2.25,2.66666666666667,2.25,1.75,2.0202380952381,2.13148148148148,2.07585978835979,NA,0,0.8822020078698299
500,"12/14/2017 8:49:35",2,1,20,1,3,4,4,4,3,5,5,5,5,5,5,4,4,4,4,5,4,4,3,4,5,3,4,3,2,3,2,4,4,5,3,3,4,3,4,4,5,4,4,3,4,5,4,4,5,5,4,4,3,4,5,5,4,4,5,4,4,1,2,1,1,1,1,1,3,1,1,3,4,1,1,2,2,1,3,2,3,1,2,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,"GefÃ¼hle?",2,1,1.5,1.75,1.25,3.5,2.25,2.5,2,2,1.75,2,1.75,2.66666666666667,2,1,1,1.66666666666667,1,1,3,1.5,2.25,1.99404761904762,1.60185185185185,1.79794973544974,NA,0,0.7561802366100355
502,"12/14/2017 8:49:58",5,1,20,1,1,4,4,4,4,2,4,4,3,4,2,3,3,3,3,4,5,3,3,3,4,3,3,1,4,4,3,4,3,4,5,2,3,3,3,3,1,2,3,3,3,3,3,1,3,3,3,3,3,2,3,4,4,4,4,3,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,4,3,2,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,"keine richtige Vermutung",4.2,2.25,3.5,2.75,2.25,2.5,2.25,3.25,3,3.25,3.25,3,2.5,2,1.8,1,1,1.33333333333333,1.6,1,2.33333333333333,1.75,1,2.85357142857143,1.42407407407407,2.13882275132275,NA,0,0.7552743196680032
503,"12/14/2017 8:50:10",3,1,18,3,4,5,5,5,2,3,4,4,5,5,4,3,4,3,4,4,4,3,4,4,5,4,4,4,3,4,3,3,5,5,3,4,4,4,3,5,5,4,5,5,4,5,4,5,4,5,5,4,3,4,4,5,4,5,4,3,5,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,3,1,1,2,2,1,3,1,1,1,"Etwas Ã¼ber den zusammenhang von PersÃ¶nlichkeiten und Bilder /Fragen herauszufinden",1.2,1.25,2,1.5,2,3.25,1.75,1.75,2.5,2.25,1.75,1.8,2,1.66666666666667,1.2,1,1.25,1.33333333333333,1.8,1.75,2.33333333333333,1.25,1.25,1.9047619047619,1.46296296296296,1.68386243386243,NA,0,0.6928489476235367
510,"12/14/2017 9:42:10",2,3,24,4,3,5,5,5,4,2,3,3,2,2,5,1,4,2,4,5,5,5,5,3,3,5,2,1,4,4,3,3,4,3,3,4,4,4,4,4,5,4,4,4,4,4,3,5,5,4,5,4,5,5,4,4,4,3,5,4,5,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,3,1,1,2,3,1,1,3,2,1,3,1,1,1,1,1,1,1,"Dass eime ,mittelmÃ¤ÃŸige Dozentin eine langweilige Studie zum Thema ihrer Doktorarbeit macht. Die Fragen und Bilder sind nicht aussagekrÃ¤ftig und lesen sich wie ein Horoskop aus einer Fernsehzeitschrift.",1.2,2.5,1.25,2.75,2.75,2,1.5,2,1.75,2,4,2.6,1.75,2.66666666666667,1.4,1,1.25,1.66666666666667,1.4,2.25,1.66666666666667,1,1,2.19404761904762,1.4037037037037,1.79887566137566,NA,0,0.6188484499635933
511,"12/14/2017 11:09:19",5,1,26,1,4,2,4,5,3,4,4,3,3,3,4,3,4,4,4,4,5,4,4,5,5,4,4,3,3,5,4,4,4,4,4,3,4,5,5,3,1,3,4,4,5,5,4,2,4,4,4,3,3,4,4,4,3,4,5,5,2,5,2,1,1,1,1,1,2,2,2,2,4,1,2,2,1,1,1,3,2,2,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,"Je negativer die WÃ¶rter in Teil 2, desto unangenehmer die Wahrnehmung in Teil 3. bzw. je positiver die Bilder in Teil 3, desto 'angenehmer' die Bilder.<br>Je instabiler das PersÃ¶nlichkeitsprofil, desto unangehmer die Wahrnehmung in Teil 3.",4,2.25,2.25,2.5,1.75,2.75,1,2.25,1.75,1.75,2.5,2.2,1.25,2,2,2.2,1,1,1.2,1,2.66666666666667,2,1.5,2.15714285714286,1.61851851851852,1.88783068783069,NA,0,0.6179145277726229
514,"12/14/2017 14:45:03",3,1,23,1,3,5,5,4,3,2,5,4,5,4,3,2,2,2,4,3,4,4,4,2,4,2,3,3,3,4,2,4,3,3,4,4,3,2,3,5,5,3,4,2,3,4,5,5,4,4,3,3,4,4,4,3,2,2,3,3,5,1,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,3,3,1,1,1,1,1,1,3,2,2,1,3,1,3,1,1,1,"Zusammenhanng zwischen eigenem Empfinden und wie gut man die unschÃ¶nen Bilder aushalten kann.",1.2,2.5,2.75,1.75,1.75,3,2.75,2.75,3,3.5,2.75,2.4,2.75,3.33333333333333,1.4,1,1,1.33333333333333,1.4,1.25,2.66666666666667,2.25,1.25,2.58452380952381,1.50555555555556,2.04503968253968,NA,0,0.5804910909646948
515,"12/14/2017 14:45:26",7,1,22,1,3,5,3,5,2,4,4,4,1,5,2,1,5,3,3,4,5,4,3,5,5,5,5,3,4,5,3,4,3,5,5,3,5,5,5,3,1,3,4,5,5,5,3,1,5,5,5,3,4,4,4,5,2,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,"Auswirkung der Jahreszeit (hier Herbst/Winter) auf die persÃ¶nliche SelbsteinschÃ¤tzung und Stimmung",3.8,1.25,2.75,3.5,1.75,2.75,1,3,1.25,1.25,2.5,2.6,1,1.33333333333333,1.4,1,1,1,1,1,1,1,1,2.12380952380952,1.04444444444444,1.58412698412698,NA,0,0.6122764430288217
516,"12/14/2017 14:45:39",5,2,25,2,1,2,4,5,2,4,4,5,4,2,4,1,3,3,5,4,4,5,2,4,5,4,5,3,4,5,2,5,5,3,5,3,4,3,5,5,1,5,3,4,4,2,5,3,5,4,3,5,3,2,4,3,2,5,3,5,1,1,2,1,1,3,1,1,1,1,2,2,4,1,1,2,1,1,1,4,4,1,1,1,1,1,1,1,3,1,3,1,4,1,3,1,1,1,"Von den aktuellen LebensumstÃ¤nden der Probanden darauf zu schlieÃŸen, wie stark bzw. mit welchen GefÃ¼hlen sie auf visuelle Reize wie die Bilder reagieren.",4,2.25,2.25,2,1.5,3.25,2,4,1.75,2,4,1,1.75,1.33333333333333,2.2,1.2,1.5,1.66666666666667,1.4,1,3.66666666666667,1.5,1.25,2.36309523809524,1.70925925925926,2.03617724867725,NA,0,0.6113576666547338
517,"12/14/2017 14:45:44",6,1,20,1,5,5,5,4,1,3,3,4,4,5,4,2,5,2,5,5,3,4,4,3,4,4,3,5,3,5,4,4,5,2,3,5,3,3,5,4,5,2,5,5,3,5,4,5,5,5,5,3,3,4,5,4,5,5,5,4,5,1,1,2,1,1,1,1,2,1,1,1,4,1,1,4,1,1,1,5,4,1,1,1,2,1,1,1,1,1,2,1,5,1,3,1,1,1,"Die Anerkennung seiner Person in seiner Umgebung.",1,2.25,2.25,2.25,2,3.25,1.75,1.25,2,1.75,1.75,2,2.5,1.66666666666667,2.6,1,1.25,1.33333333333333,1,1.25,3.66666666666667,1.75,1.25,1.97619047619048,1.67777777777778,1.82698412698413,NA,0,0.6294425928050061
520,"12/14/2017 14:46:06",8,2,28,1,4,5,5,4,4,4,4,5,4,5,4,4,4,4,4,4,3,3,4,5,5,4,3,3,4,4,3,4,4,4,2,4,4,4,5,4,5,4,5,3,4,5,4,5,4,5,5,4,4,4,4,5,4,4,4,2,5,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,3,1,1,1," ",1.2,1.25,2,1.75,1.75,2.25,2,1.75,2.75,1.5,1.75,2.2,2,3,1.2,1.2,1.25,1.66666666666667,1.4,1.25,2.66666666666667,1,1.25,1.93928571428571,1.43148148148148,1.6853835978836,NA,0,0.6915528438840967
523,"12/14/2017 15:24:30",8,2,27,1,2,4,3,4,3,4,4,5,3,3,3,3,4,3,4,4,4,4,3,5,5,4,5,4,4,5,3,5,5,5,4,4,4,3,4,3,4,4,3,4,4,3,4,4,4,5,3,4,4,4,4,5,3,4,4,4,4,1,2,1,2,1,1,2,2,1,1,1,3,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,3,1,2,1,3,1,1,1,1,1,"Zusammenhang zwischen persÃ¶nlicher Situation und dem Verhalten auf die Bilder festzustellen",2,1,2.25,3,1.5,2.5,2,3.25,2,2.25,2.75,1.6,1.75,2,1.8,1,1.25,1.66666666666667,1.8,1.25,1.66666666666667,1.5,1.25,2.13214285714286,1.46481481481481,1.79847883597884,NA,0,0.7690405589488831
524,"12/14/2017 15:56:43",7,1,24,1,5,4,5,5,2,2,4,4,4,3,1,1,5,2,3,4,4,5,5,5,5,5,3,3,4,5,3,4,2,4,2,2,5,4,5,4,1,2,5,4,5,4,3,1,4,4,5,4,4,4,4,4,5,4,4,5,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,"Positive GefÃ¼hle und negative GefÃ¼hle gegenÃ¼berzustellen. Evtl. haben manchen Teilnehmer verschiedene positve und negative Bilder gezeigt bekommen.",4.2,2,3.25,2.25,1.75,2.75,1.5,1,1,1.75,3.25,3,1.5,2.66666666666667,1.2,1,1,1,1.2,1,1.33333333333333,1,1.25,2.27619047619048,1.10925925925926,1.69272486772487,NA,0,0.8332732790638078
529,"12/18/2017 15:41:32",5,2,34,1,4,5,3,4,3,4,4,2,3,5,4,2,3,3,2,5,4,4,4,5,5,3,3,2,4,4,3,5,2,3,3,4,4,3,5,2,5,5,4,2,4,4,2,5,4,5,5,4,2,4,5,5,3,1,4,4,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,"erst positive und dann negative GefÃ¼hle hervorzurufen",1.6,2.25,1.5,3.25,1.25,3,2.25,2.25,2.25,1.75,2.75,3.4,1.75,4,1.4,1,1,1,1.8,1,1.66666666666667,1.25,1,2.375,1.23518518518519,1.80509259259259,NA,0,0.8324431563791442
533,"12/18/2017 16:43:38",4,1,24,1,4,5,5,4,3,4,4,5,4,5,2,2,2,4,4,2,2,4,5,3,4,4,3,2,3,2,3,3,5,5,2,3,3,4,4,3,5,4,4,4,3,3,5,4,3,4,3,4,2,2,3,4,3,3,4,4,4,1,2,2,2,1,1,1,3,1,1,2,2,1,2,2,1,1,1,1,3,2,1,2,1,1,1,1,2,1,1,2,3,1,3,1,3,2,"GefÃ¼hlsreaktionen auf Bilder in AbhÃ¤ngigkeit von der aktuellen Lebenssituation zu beurteilen",1.8,1.5,3.5,2,2.5,3.25,2.5,2,2.75,2.25,3,1.8,3.25,3,1.4,1.4,1.25,1,2,1,2.66666666666667,2,1.75,2.50714285714286,1.60740740740741,2.05727513227513,NA,0,0.7942926549601848
536,"12/18/2017 17:07:58",8,1,23,1,4,5,5,5,3,3,4,2,4,4,4,3,4,3,3,4,4,3,4,4,3,3,3,3,3,4,4,4,4,4,2,3,4,4,4,5,5,4,5,3,4,4,4,5,3,4,3,4,4,4,4,4,4,4,4,4,5,2,2,3,1,2,2,3,2,1,2,1,3,2,1,2,1,1,3,1,3,2,2,1,3,4,2,3,2,1,3,1,1,2,3,1,2,1,"Zusammenhang zwischen Emotionen und Selbstwert",1.4,2.5,2,1.75,2.25,2.5,1.75,1.75,2.25,2.75,2.5,2.4,2.25,3,1.2,1.8,2.5,2.66666666666667,1.2,2.75,3,1.75,1.5,2.21785714285714,2.04074074074074,2.12929894179894,NA,0,0.8972060308229419
545,"12/21/2017 14:55:42",4,1,20,1,5,4,4,4,3,3,5,3,4,3,4,3,4,2,2,4,4,5,3,4,5,4,4,3,3,2,3,3,5,4,2,2,2,5,5,5,1,4,5,2,3,5,5,4,4,5,4,4,4,3,4,5,3,3,5,4,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,2,2,1,1,3,1,1,2,1,1,1,1,1,3,1,2,1,1,2,"Zeiterfassung: wie lange wurde welches Bild angesehen, bevor es durch einen Tastendruck entfernt wurde<br>",3.2,1.75,2.25,2.25,1.75,2.75,2,2,2.25,2,2.5,2,2.25,3.66666666666667,1.6,1.2,1,1.66666666666667,1.6,1,1.66666666666667,1.5,1.25,2.3297619047619,1.38703703703704,1.85839947089947,NA,0,0.853687743105692
547,"12/21/2017 15:19:44",4,2,19,1,3,2,3,5,3,3,4,5,4,2,2,1,4,2,3,3,4,4,3,5,5,3,5,1,3,5,4,4,4,4,5,3,4,5,3,5,1,3,5,5,5,5,3,1,4,5,5,4,3,4,4,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1," ",4.4,1.25,3,2.5,1.75,2.75,1.25,2,2,2.5,3.75,2.2,1.5,1.33333333333333,1.2,1,1.25,1,1.8,1,2,1.25,1,2.29880952380952,1.27777777777778,1.78829365079365,NA,0,0.813954275136991
548,"12/21/2017 15:21:22",4,2,19,1,4,4,5,4,4,3,4,4,4,5,4,3,4,5,2,4,4,4,4,3,4,4,3,1,2,4,5,4,5,3,1,4,4,2,5,5,4,4,5,4,5,1,1,5,4,3,5,5,3,4,4,5,5,4,4,4,4,2,1,3,1,4,1,1,1,1,1,1,3,4,1,3,1,1,4,1,4,1,1,2,3,3,1,4,4,1,5,2,1,1,2,1,2,1,"SelbsteinschÃ¤tzung",1.8,2.25,2,1.25,2,2.5,2.5,1.5,2,1.75,3.5,2.8,2,3,1,1.4,2.75,3.33333333333333,2,3,3,1.5,1,2.20357142857143,2.10925925925926,2.15641534391534,NA,0,0.7776365527048215
550,"12/21/2017 15:22:49",5,1,18,1,4,5,5,5,3,4,5,5,5,5,4,3,2,3,4,3,5,3,4,5,5,4,4,3,5,4,4,5,5,5,5,5,4,2,3,4,5,2,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,4,5,1,3,2,2,3,2,4,3,3,2,1,4,2,1,3,4,3,5,1,3,2,3,2,4,4,2,2,3,3,2,3,5,2,3,2,1,1,"Nachdem die Fragen sich alle ziemlich Ã¤hnlich waren, kÃ¶nnte ich mir vorstellen, dass getestet wurde,ob sich die Antworten durch verschiedene Formulierungen verÃ¤ndern.",1,1.25,2.75,1.75,1,2,2.25,1.75,2.75,2,2,1.4,1,1,3.2,1.8,2.75,3,2.2,3,3.33333333333333,2.25,2.25,1.70714285714286,2.64259259259259,2.17486772486772,NA,0,0.7768079291172326
551,"12/21/2017 15:39:28",5,1,23,1,2,5,3,2,2,5,3,3,4,5,4,2,3,3,3,5,4,4,4,5,5,4,3,3,2,4,3,3,4,3,3,5,5,4,5,4,5,4,5,3,5,2,4,5,4,4,4,3,4,3,3,3,3,3,3,5,5,1,2,1,1,1,1,2,3,1,1,1,3,2,2,1,1,1,1,5,3,1,1,2,3,4,1,1,2,1,2,2,5,1,3,1,1,2,"Wie man sich selbst empfindet/bewertet und welche GefÃ¼hle da Ã¼berwiegend sind",1,2.75,2,2.5,2.5,3.25,2.75,2.5,1.75,1.5,3,2.6,1.5,3,2.6,1,1.75,1.33333333333333,1.8,2,3,1.5,1.5,2.32857142857143,1.83148148148148,2.08002645502645,NA,0,0.7759826544299663
552,"12/21/2017 15:39:46",4,1,22,1,5,5,5,5,5,5,5,5,4,5,4,3,5,3,5,4,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,4,5,5,5,1,1,1,2,1,2,1,2,1,2,2,1,3,3,1,1,3,1,5,1,2,1,1,1,2,3,1,1,1,1,3,1,5,2,2,2,2,1,"herrauszufinden, wie ich mich in letzter Zeit gefÃ¼hlt habe und wie ich mich selbst einschÃ¤tze",3,1.25,2,1.75,1.25,1,1,1.25,1,1,1.5,1.4,1.75,1,2.4,1.4,2.25,3.33333333333333,1,2,2.33333333333333,1,1,1.43928571428571,1.85740740740741,1.64834656084656,NA,0,0.7427436415353784
560,"6/15/2018 8:48:34",5,1,25,1,5,5,4,5,3,4,5,4,5,5,4,5,5,4,5,4,5,4,5,5,5,3,4,2,2,4,3,4,4,4,3,2,4,5,5,4,5,4,5,3,4,5,3,4,5,4,5,4,3,4,5,4,5,3,5,3,2,1,2,1,1,1,2,2,2,1,1,2,3,1,1,1,1,1,1,3,3,1,1,1,2,1,1,2,1,2,2,1,5,1,2,1,1,1,"SelbsteinschÃ¤tzung in Bezug auf Selbstsicht, Selbstvertrauen, zwischenmenschliche Beziehungen",2.4,2,2,1.75,1.25,3.25,1.25,1,2,1.75,1.75,2,1.25,3,2.2,1.2,1,1.33333333333333,1,1.75,2.66666666666667,1.25,1.75,1.90357142857143,1.57222222222222,1.73789682539683,NA,0,0.7419163542162975
561,"6/15/2018 9:58:26",6,2,20,1,4,3,3,5,4,4,4,5,2,5,3,5,5,3,5,5,4,4,4,4,5,3,3,3,4,5,4,4,5,5,3,1,4,5,5,3,1,3,5,5,5,4,5,2,3,5,5,5,4,3,4,3,4,4,5,5,1,2,2,1,1,1,2,1,3,1,2,1,2,2,1,2,1,2,2,3,3,1,2,1,2,2,1,2,1,1,2,3,5,2,3,2,2,1,"Herauszufinden, wie zufrieden ich bin.",4.4,1.5,2.5,3.25,1.75,2,1,1.75,1.5,1.75,1.75,1.4,2,2,2.4,2,1.5,2,1.4,1.75,2.66666666666667,1.5,1.5,2.03928571428571,1.85740740740741,1.94834656084656,NA,0,0.7714038806763464
563,"6/15/2018 15:47:52",4,2,23,1,2,4,3,5,5,5,4,5,4,5,4,3,4,3,3,4,5,4,3,4,5,5,4,1,3,3,3,4,5,5,4,2,4,2,5,5,1,4,3,5,3,4,5,2,4,5,2,4,5,4,4,5,4,5,4,4,1,1,2,2,1,2,1,1,1,2,3,1,4,1,3,1,2,1,1,2,4,2,3,1,2,4,1,1,3,1,2,2,5,3,4,1,1,2,"Beurteilung von positiven und negativen Ereignissen erfassen",4,1,2,2.25,1.75,2,2.5,3,2,1.75,2.75,1.8,2,1.33333333333333,2.8,1.4,2.25,2,1.8,1.25,4,2,1,2.15238095238095,2.05555555555556,2.10396825396825,NA,0,0.738410920047244
566,"6/15/2018 16:49:56",5,1,20,1,5,5,5,5,3,3,5,5,5,5,5,4,5,3,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,"wie sehr lÃ¤sst sich das gehirn von positiven und negativen eindrÃ¼cken beeinflussen?",1,1,1,1.5,1,1.75,1,1.25,1,1.5,1.25,1,1,1,1,1,1,1,1,1,2.33333333333333,1,1,1.16071428571429,1.14814814814815,1.15443121693122,NA,0,0.73759362870623435
