"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","GWAL_1","GWAL_2","GWAL_3","GWAL_4","GWAL_5","GWAL_6","Gewinnen","Naturgesetze","Realitaet","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","GWAL","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","hits5","hits10","hits15","hits20"
967,0,"mgfdls3dprdwdts3",3,"2024-03-21T21:03:01Z","lucky",3,4,2,4,0,2,3,3,4,2,2,3,4,2,3,3,0,1,1,3,2,1,3,5,2,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",10,3,2.333333333333333,1.333333333333333,"Ja","Alter, Bildung etc. nicht zu Beginn abgefragt; interaktives Design",1870.4,87733,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,66,79,81,81,34,14,65,63,51,67,49,18,60,40,5,85,10,75,59,54,1,2,4,3
968,0,"1k087gdlj6zx4u1l",3,"2024-03-21T21:51:38Z","lucky",2,4,4,3,1,4,3,3,4,3,4,2,4,4,3,3,1,1,2,1,2,0,1,5,4,54,"female","Abgeschlossene Berufsausbildung","Student/in",10,2.666666666666667,3.666666666666667,1.166666666666667,"Ja","Es war der Versuch zu manipulieren!",1594,156781,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,61,90,72,92,39,70,2,29,90,14,74,72,70,44,8,3,15,32,83,53,1,3,2,4
969,0,"su7yfe3ys9jvb59k",3,"2024-03-21T22:15:55Z","lucky",3,4,2,3,0,2,2,1,3,2,2,2,3,2,2,1,1,1,1,3,3,3,2,1,4,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.333333333333333,1.666666666666667,2,"Ja",NA,4650.15,329231,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,89,96,38,84,1,63,20,20,16,26,0,96,30,81,59,74,44,83,46,94,2,4,3,2
970,0,"e54ts17e2mhf0ro2",3,"2024-03-22T04:05:31Z","unlucky",0,2,4,4,2,4,0,0,3,4,2,0,3,4,0,0,2,1,3,1,1,1,1,4,5,46,"male","Abgeschlossene Berufsausbildung","Student/in",8,1.333333333333333,2.333333333333333,1.5,"Ja",NA,1678.9,102687,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,66,54,3,91,5,89,75,97,59,46,87,51,6,24,88,26,16,2,85,18,2,0,2,4
13,1,"z04k7rq3g869tmnl",NA,"2024-03-22T04:32:54Z","unlucky",3,3,0,4,3,0,4,0,4,3,0,3,4,0,2,0,5,3,4,0,3,2,1,4,4,26,"male","Vocational training","Seeking employment",11,3.166666666666667,0,2.833333333333333,"Yes",NA,1860.8,53604,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,12,90,42,5,31,10,63,4,88,86,9,21,18,46,92,9,36,45,57,16,3,2,3,3
14,0,"l9jmdsakoklwj19t",NA,"2024-03-22T05:14:09Z","lucky",3,1,1,3,2,1,2,3,3,1,1,3,1,1,3,3,2,1,3,1,3,1,3,4,4,25,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.5,1.666666666666667,1.833333333333333,"Ja",NA,2054.25,31143,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,51,52,55,83,92,77,48,44,80,97,74,47,59,4,30,69,48,64,97,19,3,2,4,2
971,0,"w6ubls0bcsasqung",3,"2024-03-22T05:52:03Z","lucky",2,2,1,1,2,1,3,1,3,1,3,3,4,2,0,1,1,2,3,1,1,2,1,3,4,54,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",8,1.666666666666667,1.5,1.666666666666667,"Ja",NA,2001.2,177147,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,73,51,17,81,81,83,62,44,64,37,38,61,2,99,67,84,77,84,3,44,2,2,2,2
972,0,"s1w9s3umvfbjd7qa",3,"2024-03-22T07:04:57Z","lucky",4,3,3,4,2,3,4,3,3,4,1,3,4,3,4,3,0,0,0,0,0,0,2,3,3,25,"female","Fach- oder Hochschulabschluss","Berufstätig",14,3.833333333333333,2.666666666666667,0,"Ja","Die ""Farbe""",2238.75,123699,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,13,51,44,32,31,84,82,98,16,98,89,92,25,49,58,41,32,10,16,57,5,1,3,5
973,0,"x3c6c6ky095o89ml",3,"2024-03-22T07:17:02Z","lucky",3,3,3,3,1,3,3,3,3,3,2,2,3,2,3,3,0,1,1,3,3,3,5,2,4,27,"female","Mittlere Reife","Berufstätig",13,2.833333333333333,2.666666666666667,1.833333333333333,"Ja","Der Münzwuf hat auch mich nicht wahllos gewirkt. Zu Beginn war es Münz und Zahl im Wechsel, dann durcheinander und dann wieder im Wechsel. ",3013.35,118747,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,89,46,90,10,58,98,54,52,84,89,37,85,62,33,4,8,16,47,19,3,3,2,5
974,0,"yl5cgkb9x6wxxdt5",3,"2024-03-22T08:05:21Z","lucky",4,3,3,4,0,4,4,3,3,2,4,4,4,3,4,3,1,1,1,3,2,1,1,5,4,23,"female","Abgeschlossene Berufsausbildung","Student/in",11,3.666666666666667,3.333333333333333,1.5,"Ja",NA,1956.35,66977,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,58,97,53,31,35,84,91,75,27,14,75,86,16,50,16,51,46,91,87,60,4,2,3,2
975,0,"c5s3yhu1fv6l49xo",3,"2024-03-22T08:19:17Z","unlucky",3,3,3,4,2,3,3,3,3,2,2,2,2,3,3,2,0,1,2,0,3,0,3,5,4,43,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",7,2.833333333333333,2.666666666666667,1,"Ja",NA,1932.35,116786,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,42,92,91,37,12,60,92,19,4,1,44,34,93,42,74,17,65,88,53,1,3,2,1
15,1,"t400tr7yqngx1jwc",NA,"2024-03-22T09:06:19Z","unlucky",2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,0,2,0,1,3,3,22,"female","University degree","Student",5,2,2,1.333333333333333,"Yes","I don't know",1537.4,29870,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,13,53,78,96,97,11,66,40,85,48,92,88,10,64,95,44,35,45,33,90,1,1,1,2
16,0,"tpt7xxzcwd0k7elt",NA,"2024-03-22T11:54:21Z","lucky",4,4,1,4,2,1,4,1,3,3,2,3,4,1,2,1,3,4,3,3,2,3,4,1,4,24,"female","Fach- oder Hochschulabschluss","Student/in",12,3.333333333333333,1.166666666666667,3,"Ja",NA,1284.25,47343,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,66,90,24,14,38,71,44,91,24,0,38,7,49,9,66,20,19,83,99,73,3,3,4,2
17,0,"r4wuwclgq9xeb66d",NA,"2024-03-22T12:28:24Z","lucky",3,4,3,2,2,3,2,1,4,3,1,1,4,3,0,1,2,2,1,3,4,1,2,4,5,33,"female","Abgeschlossene Berufsausbildung","Berufstätig",15,1.833333333333333,2,2.166666666666667,"Ja",NA,1950.4,69253,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,47,35,55,58,90,59,4,19,97,7,84,46,47,82,3,43,72,47,15,34,4,4,3,4
1375,0,"u15nszm1d69rxpgk",6,"2024-03-22T15:16:25Z","lucky",1,3,2,4,0,4,2,2,3,2,4,0,4,4,3,2,0,0,0,0,0,0,2,3,5,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",12,2,3,0,"Ja",NA,2182.1,73322,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,67,37,66,41,10,95,31,89,28,55,7,96,91,39,59,78,50,75,31,45,3,3,3,3
1376,0,"9ztld2fd9xjrf3x0",6,"2024-03-22T15:20:23Z","lucky",2,4,3,3,0,3,2,1,3,4,3,3,3,3,3,1,0,1,1,0,2,1,1,5,5,24,"male","Fach- oder Hochschulabschluss","Student/in",10,2.833333333333333,2.333333333333333,0.833333333333333,"Ja",NA,1391.85,131859,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,76,9,17,36,99,44,78,4,85,77,82,68,2,22,76,15,90,7,80,52,3,2,2,3
1377,0,"g08tmanqege119px",6,"2024-03-22T15:21:50Z","lucky",4,4,2,3,1,3,3,3,1,3,1,2,4,3,4,3,2,3,1,1,1,1,3,1,4,22,"female","Abgeschlossene Berufsausbildung","Berufstätig",11,3.166666666666667,2.5,1.5,"Ja",NA,2040.1,151445,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,79,3,27,7,78,57,39,76,92,77,25,88,99,84,79,22,7,11,26,8,3,2,1,5
1378,0,"1baplzvuqmmp2whv",6,"2024-03-22T15:22:09Z","unlucky",2,4,1,3,1,2,1,1,4,3,4,2,1,2,1,1,2,1,4,2,1,2,3,5,5,23,"male","Fach- oder Hochschulreife (Abitur)","Student/in",9,2,1.833333333333333,2,"Ja","Nein",1748.7,63591,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,13,28,65,50,40,21,72,44,35,4,43,31,93,63,74,11,20,74,6,82,2,3,1,3
1379,0,"uhkjo5nkszbjcxag",6,"2024-03-22T15:26:05Z","lucky",2,3,2,2,1,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,25,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2,2.166666666666667,2,"Ja",NA,1001.7,37565,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,62,3,61,97,16,83,85,45,73,44,58,12,26,69,46,74,39,48,63,28,2,2,4,3
1380,0,"yyzbs54od6waoaja",6,"2024-03-22T15:42:58Z","unlucky",3,3,4,4,1,4,3,3,3,4,2,3,3,4,2,3,1,2,1,3,4,3,1,5,5,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",9,3.166666666666667,3.333333333333333,2.333333333333333,"Ja",NA,4346.1,123909,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,82,49,2,35,42,17,93,22,22,30,56,2,73,27,55,92,84,85,35,78,2,4,2,1
1381,0,"0xycaclvytct8alj",6,"2024-03-22T15:43:30Z","lucky",3,3,2,4,0,4,4,2,3,2,3,4,4,1,4,1,2,1,5,3,3,3,3,5,5,22,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",9,3.5,2.166666666666667,2.833333333333333,"Ja","6 mal hintereinander Kopf ist verrückt. Und was haben die Farben auf einmal damit zu tun ",1345.4,117284,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,55,0,80,89,84,73,87,99,93,2,8,43,91,35,7,65,80,54,61,33,2,1,4,2
1382,0,"7h062ybdg8uxagzc",6,"2024-03-22T15:47:20Z","unlucky",4,2,3,4,0,4,4,2,3,3,4,4,4,3,4,1,2,2,0,0,1,1,4,5,5,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",10,3.833333333333333,2.833333333333333,1,"Ja",NA,2058.35,75244,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,25,21,2,99,51,32,4,41,85,67,11,44,70,41,33,21,95,1,77,26,3,2,2,3
1383,0,"hm51h4fsojfjmrod",6,"2024-03-22T15:49:39Z","lucky",2,3,3,4,2,3,3,2,3,2,2,2,4,3,1,3,1,2,2,2,1,1,4,4,4,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",8,2.333333333333333,2.666666666666667,1.5,"Ja",NA,1322.2,81158,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,81,3,47,74,81,28,69,55,93,99,65,20,98,82,88,59,87,38,63,2,2,2,1,3
1384,0,"mm68g2pmgo7r8vc2",6,"2024-03-22T15:54:12Z","lucky",1,3,2,1,1,3,1,3,3,1,2,3,3,3,2,3,4,2,1,0,1,1,4,5,4,21,"male","Abgeschlossene Berufsausbildung","Berufstätig",15,1.5,2.666666666666667,1.5,"Ja",NA,1534.55,77133,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,87,4,35,39,46,28,31,92,46,98,78,5,39,85,30,31,26,44,37,9,4,3,3,5
1385,0,"l24ro8j63c417afk",6,"2024-03-22T15:57:26Z","lucky",3,3,4,3,0,4,3,3,4,2,4,3,4,4,3,3,1,3,4,4,3,1,3,1,3,52,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",12,2.833333333333333,3.666666666666667,2.666666666666667,"Ja","Nein",1703.45,134203,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,18,10,38,90,78,48,95,57,19,73,70,59,57,58,31,93,0,79,92,22,3,3,4,2
1386,0,"akaaakbgurxvc1x2",6,"2024-03-22T15:57:55Z","lucky",3,4,3,3,1,3,2,3,4,2,3,2,3,3,3,3,0,1,1,1,2,3,3,5,4,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.5,3,1.333333333333333,"Ja","Nein",1315.7,50806,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,45,89,62,37,82,94,86,44,99,30,4,44,81,62,9,35,7,12,27,95,2,2,3,4
1387,0,"2h43peqrwyjtoknh",6,"2024-03-22T15:58:13Z","lucky",4,4,2,4,1,2,4,2,4,4,4,4,4,3,4,3,0,0,2,2,1,2,1,5,3,53,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",8,4,2.666666666666667,1.166666666666667,"Ja","Schwarz ist keine Farbe !!!! 
Jeder hat mal Glück und mal Pech…",3081.6,163895,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,55,23,91,81,22,65,76,76,76,64,74,89,46,39,97,11,22,89,44,98,3,0,2,3
1388,0,"2czwzmu353tl0x8z",6,"2024-03-22T16:23:25Z","unlucky",3,3,1,3,2,4,1,2,4,3,1,1,3,0,2,0,0,1,0,3,0,4,2,4,4,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",6,2.166666666666667,1.333333333333333,1.333333333333333,"Ja",NA,1397.05,75800,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,43,86,42,99,3,15,42,56,73,28,96,3,89,76,30,36,85,83,62,95,1,2,2,1
1389,0,"rgt57cp8t98eoqv6",6,"2024-03-22T16:28:32Z","lucky",2,0,4,2,2,4,2,2,0,0,2,2,4,4,2,0,0,4,2,2,4,0,3,2,2,74,"female","Volks- oder Hauptschulabschluss","Rentner/in",12,1.666666666666667,2.666666666666667,2,"Ja","Die Studie befasste sich nur über über Glück ",3912.6,238976,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,34,44,68,77,67,25,10,63,58,30,96,98,36,47,25,98,56,10,27,92,2,4,3,3
1390,0,"k7ca1o7t5htepgvy",6,"2024-03-22T16:29:16Z","lucky",2,3,3,1,0,3,1,2,3,1,3,3,4,2,1,2,1,1,2,2,3,2,1,1,5,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.5,2.5,1.833333333333333,"Ja",NA,1037.2,89887,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,92,35,42,14,93,46,97,1,90,98,89,57,99,61,95,23,33,31,12,44,3,2,1,5
1392,0,"powud04l5zreh8ka",6,"2024-03-22T16:40:24Z","lucky",2,4,3,2,1,2,2,3,4,1,3,0,4,3,3,3,0,1,4,1,2,1,2,1,5,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,1.666666666666667,2.833333333333333,1.5,"Ja",NA,3453.95,96403,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,99,80,96,15,49,93,8,90,99,56,95,37,58,59,88,90,68,33,94,89,2,2,3,1
976,0,"94bc3ejoxoyarya0",3,"2024-03-22T16:45:20Z","unlucky",0,2,2,2,2,2,0,0,2,2,0,0,0,2,1,0,0,0,0,0,0,0,1,5,1,49,"male","Fach- oder Hochschulabschluss","Berufstätig",6,0.833333333333333,1,0,"Ja","Finde es sehr unwahrscheinlich, dass ich so oft verloren habe. Ist natürlich im Bereich des Möglichen, aber schon ein bisschen grenzwertig. Aber ich müsste diese Ding noch ein paarmal machen, um sicher zu sein, und dafür ist das Ganze wirklich nicht interessant genug. Von dem, was ich von eurem Versuch gesehen habe und vermute, was der Sinn und Zweck des Ganzen ist, ist die Sache sowieso Blödsinn. Fängt schon damit an, dass ich große semantische Probleme mit euren Fragestellungen hatte und bereits mit den Fragen selbst uneinverstanden war, von den angebotenen Antwortmöglichkeiten wollen wir gar nicht erst reden. Aber egal, viel ""Glück"" mit eurer ""Forschung"".",1475.1,52011,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,52,10,59,75,37,88,38,70,91,90,73,40,16,52,46,66,35,19,66,96,2,1,1,2
977,1,"0jh6mhnl495zbc93",3,"2024-03-22T17:21:47Z","lucky",0,4,4,1,2,4,0,0,4,0,0,1,4,4,1,0,3,3,3,3,5,3,2,5,5,41,"male","University degree","Employed",13,0.5,2,3.333333333333333,"Yes","There were points during the coin flipping part where my win rate was getting statistically implausible. Maybe if I felt ""luckier"" I'd think the world was a better place? Or that's the hypothesis, perhaps.",5441.95,43081,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,13,11,20,11,93,96,16,6,26,75,54,34,12,23,31,72,18,83,83,87,4,3,5,1
1393,0,"crxdl3ezwlk4suav",6,"2024-03-22T17:40:08Z","unlucky",2,4,4,3,1,4,2,4,3,1,4,3,4,4,2,3,1,1,1,0,3,1,4,1,4,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.166666666666667,3.833333333333333,1.166666666666667,"Ja",NA,1242.85,81078,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,3,10,31,26,70,93,37,42,77,80,58,30,96,83,1,20,28,8,21,77,4,1,2,4
1394,0,"0j0u9j49bxdzoqpo",6,"2024-03-22T18:18:28Z","unlucky",4,3,4,4,0,4,3,4,2,4,4,4,4,4,4,3,1,1,0,4,2,3,2,3,5,23,"male","Fach- oder Hochschulreife (Abitur)","Student/in",6,3.833333333333333,3.833333333333333,1.833333333333333,"Ja","Kam sehr oft Kopf vor beim Münz-Spiel",1606.9,53559,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25,83,31,8,0,58,67,49,79,42,54,42,75,26,86,94,67,48,98,34,4,0,1,1
1395,0,"56z9xn9e09h8ddfa",6,"2024-03-22T18:43:31Z","lucky",3,4,1,3,1,1,3,1,4,3,4,2,4,1,1,2,0,1,0,0,2,2,3,2,5,51,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",12,2.5,1.666666666666667,0.833333333333333,"Ja",NA,1533.95,177515,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,69,63,0,70,44,85,58,2,60,20,11,13,88,36,87,3,54,27,94,39,2,3,3,4
1396,0,"1875cq4h2l7sfsp4",6,"2024-03-22T18:45:18Z","lucky",4,4,2,4,2,3,1,2,4,3,3,3,3,3,4,3,0,1,0,2,3,2,4,5,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,3.166666666666667,2.666666666666667,1.333333333333333,"Ja",NA,2478.15,68068,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,53,78,4,44,13,76,30,1,35,77,74,77,72,0,75,92,45,34,72,56,4,3,1,3
1397,0,"7axgggy00ekrz39o",6,"2024-03-22T18:50:11Z","unlucky",0,2,4,0,1,4,0,3,3,3,4,1,4,4,1,1,1,1,1,1,1,0,1,5,5,22,"male","Fach- oder Hochschulreife (Abitur)","Student/in",3,0.833333333333333,3.333333333333333,0.833333333333333,"Ja","Nach dem schwachen Gesetz der großen Zahlen würde sich die Verteilung der Ergebnisse bei einem Münzwurf (unter Annahme eines Laplace Modells) stabilisieren. Bei 20 Versuchen würde man somit erwarten, dass etwa die Hälfte gewonnen wird. In meinem Fall lag die Anzahl der Gewinne bei 3. Dieses Ergebnis liegt schätzungsweise außerhalb der doppelten Standardabweichung (Wahrscheinlichkeit dafür liegt unter 4%, vgl. Gaußsche Glockenkurve). Somit war das Experiment sehr wahrscheinlich gezinkt. Diese negative Erfahrung könnte die Beantwortung der Fragen beeinflussen, welche nach dem Experiment gestellt werden. ",1369.4,76267,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,97,75,9,72,11,76,42,41,47,65,83,81,36,76,96,75,60,56,86,54,2,0,1,0
1398,0,"ekvh07poyysurc70",6,"2024-03-22T19:01:25Z","lucky",3,4,4,3,0,4,3,4,4,1,4,3,3,4,1,4,0,0,4,1,5,1,2,5,4,51,"female","Fach- oder Hochschulabschluss","Berufstätig",12,2.333333333333333,4,1.833333333333333,"Ja",NA,3190.8,110582,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,27,43,76,6,12,27,36,85,46,18,49,87,39,90,86,72,73,37,48,78,4,4,2,2
1399,1,"gutvy7l7syby9f8d",6,"2024-03-22T19:06:16Z","unlucky",2,1,4,3,3,2,2,2,3,1,3,2,3,2,1,3,1,3,2,2,1,3,3,5,4,29,"male","No degree","Other",10,1.833333333333333,2.666666666666667,2,"Yes",NA,2312.5,106688,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,90,47,89,37,34,48,63,14,7,60,6,4,96,89,97,14,6,19,66,33,2,2,2,4
1400,0,"bp046pj0jsdr28ln",6,"2024-03-22T19:06:34Z","unlucky",0,3,4,0,1,4,0,0,3,0,2,4,4,4,0,0,0,0,0,0,0,0,1,5,5,56,"male","Fach- oder Hochschulreife (Abitur)","Berufstätig",7,0.666666666666667,2.333333333333333,0,"Ja",NA,2629.3,350983,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,95,86,30,71,34,80,64,67,57,74,13,0,55,36,14,18,50,92,95,71,2,0,4,1
