"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
348,NA,"mxtzxnjf",49,59963,"23.03.2017 19:28",5,3,2,3,2.5,7,6,4,4,4,4,3,4.833333333,2,1,4,2,3,5,4,3,4,2,2,4,1,2,5,"27",1,1,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Wie ein Gebet auf negativ gestimmte Persönlichkeiten wirkt!",1,"Viele negative Bilder oder nach meinem subjetiven Empfinden mehr negative als positive Bilder",2,37,1,NA,13,15,28,85,108,11,122,134,16,23,555,NA,"23.03.2017 19:38",1,0,10,10,0,0,0.72,0,0.35888580956059946
110,NA,"yr0dlyek",54,83073,"19.03.2017 17:50",5,3,3,3,3,4,4,2,4,2,3,6,3.166666667,3,3,2,4,5,4,2,3,2,5,4,2,1,4,5,"20",2,2,3,2,2,2,1,1,1,"",1,"",3,2,2,1,1,2,1,5,"Gott hat uns Menschen die Schöpfung in unsere Verantwort übergeben. Wir nehmen unsere Verantwortung meist sehr Ich-Bezogen vor. Das die Natur (Umwelt und Schöpfung) leiden, interessiert kaum. Es geht darum, dass es uns heute gut geht. ",2,"",1,37,1,NA,10,19,23,32,56,7,72,92,9,12,332,NA,"19.03.2017 17:56",1,0,10,10,0,0,1.18,13,0.37033005809009417
118,NA,"z7pwm8ol",55,17441,"19.03.2017 18:17",5,4,2,2,3,6,5,3,5,2,3,6,4,5,3,4,5,4,3,3,5,2,4,4.666666667,3,1,2,5,"21",1,1,1,1,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"ob das Gebet Auswirkungen auf unsere innere Einstellung hat
ob es einen Zusammenhang gibt zwischen Gebet und Leben",1,"am Anfang die vielen Bilder über Freude und Leid, danach eben die Fragen zu meinem Gebetsleben....",2,37,1,NA,10,32,30,39,91,6,126,304,14,22,674,NA,"19.03.2017 18:28",1,0,10,10,0,0,0.84,4,0.38571763834211287
190,NA,"5n2an39o",49,3039,"19.03.2017 23:11",5,4,4,5,2.5,5,2,4,4,2,1,5,3,3,4,2,4,4,1,2,1,2,4,3.666666667,2,1,2,4,"",2,1,2,2,1,1,1,2,1,"",1,"",1,2,1,1,1,1,1,3,"Ob Gebete den gemütszustand beeinflussen",2,"",2,38,1,NA,8,8,19,38,63,5,49,47,11,18,266,NA,"19.03.2017 23:15",1,0,10,10,0,0,1.36,18,0.3817747710460365
310,NA,"83f4nk88",48,5567,"21.03.2017 17:52",5,4,5,1,5,2,3,3,2,1,5,6,2.666666667,4,2,3,4,5,2,2,3,2,3,3.666666667,2.333333333,1,2,4,"",2,2,2,2,1,1,2,1,1,"",1,"",4,2,2,1,2,2,1,5,"",1,"die Bilder",2,38,1,NA,4,8,12,40,53,4,53,12,8,9,203,NA,"21.03.2017 17:55",1,0,10,10,3,2,1.87,60,0.37473514186142454
409,NA,"dpjhcf13",56,246199,"14.04.2017 21:14",3,2,5,3,4,2,3,4,3,3,3,7,3,5,2,3,4,3,4,4,4,4,4,4.333333333,3.666666667,1,4,4,"",1,1,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"die Kraft des Gebets",2,"",1,38,1,NA,5,7,11,30,39,5,33,24,9,12,175,NA,"14.04.2017 21:17",1,0,10,10,0,0,1.95,48,0.3939088311039303
163,NA,"fbs2jacd",43,135421,"19.03.2017 21:42",5,5,2,3,2.5,4,5,5,2,1,1,6,3,4,3,2,4,5,3,2,3,2,4,4,2,1,4,3,"",1,2,3,2,2,1,2,1,1,"",1,"",3,2,1,2,2,1,1,5,"welche Auswirkung das Beten auf den Menschen hat",1,"der Wechsel von grausamen/schockierenden und schönen Bildern",1,38,1,NA,6,11,17,49,82,9,75,77,13,15,354,NA,"19.03.2017 21:48",1,0,10,10,0,0,1.12,7,0.3708064256665095
247,NA,"nzl9ow2d",40,129398,"20.03.2017 18:01",4,5,3,3,3,2,2,2,3,1,3,1,2.166666667,3,4,2,3,5,1,3,3,2,5,3.666666667,2.333333333,1,4,4,"",1,2,6,2,2,1,2,2,2,"gesungenes freies Gebet (Harp and Bowl)",2,"Sprachengebet/ Zungenrede",6,2,2,2,2,2,2,5,"Den Einfluss negativer Bilder auf die Psyche bei betenden und nicht betenden Menschen vielleicht",2,"",1,38,1,NA,16,9,43,44,137,10,123,46,12,14,454,NA,"20.03.2017 18:08",1,0,10,10,0,0,0.97,7,0.3422147679152847
395,NA,"temkdgg8",49,130222,"03.04.2017 16:00",4,3,3,2,3.5,5,5,5,6,2,4,6,4.5,4,4,4,4,4,2,3,5,2,4,4,3,1,3,5,"30",3,1,3,2,2,2,1,1,1,"",1,"",4,2,2,1,2,1,2,4,"ob gebete erhört werden",1,"sowas ist mir völlig neu",2,38,1,NA,11,8,15,60,76,10,115,47,14,14,370,NA,"03.04.2017 16:06",1,0,10,10,0,0,1.1,9,0.3389539640755035
9,NA,"u64ogpjc",42,1234,"12.03.2017 21:14",3,NA,4,2,4,4,4,4,4,2,2,3,3.333333333,3,3,2,4,4,4,2,3,3,3,3.333333333,2.333333333,1,4,5,"38",2,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"",2,"",2,38,1,NA,11,17,53,88,6,91,25,16,9,NA,233,NA,"12.03.2017 21:20",1,0,9,9,3,2,1.45,93,0.31895608319016977
292,NA,"urml13xx",49,2042590,"21.03.2017 11:53",5,5,3,5,2,5,5,5,6,2,4,7,4.5,5,4,4,5,4,3,2,5,2,5,5,2.666666667,1,4,5,"20",1,1,2,2,1,1,1,2,1,"",1,"",3,2,2,1,1,1,2,4,"Das Gebet/Beten erhöht die innere Kraft in Verbindung mit Gelassenheit alles was im Leben ""passiert"" zu ertragen und somit ohne Sorgen oder Zweifel an sich selbst oder an Gott zum Ziel zu kommen.Der Glaube an Gott verleiht unmenschliche Kraft und Durchhaltevermögen.Es gibt immer einen Weg.",1,"Ich machte dies zum ersten Mal.Die Bilder waren teilweise schockierend.",2,38,1,NA,9,7,26,94,116,21,160,446,17,94,990,NA,"21.03.2017 12:10",1,0,10,10,0,0,0.67,2,0.31603060566772484
410,NA,"05md82bb",48,17077,"15.04.2017 12:06",5,5,3,3,3,6,6,7,7,1,7,7,5.666666667,5,2,3,3,5,4,5,1,3,4,4,3.666666667,1,4,4,"",1,2,3,2,2,2,1,1,1,"",1,"",2,2,2,1,1,1,1,5,"",2,"",2,39,1,NA,8,8,16,35,63,9,48,9,11,19,226,NA,"15.04.2017 12:10",1,0,10,10,3,2,1.46,50,0.31088641981696774
183,NA,"2hgnoplh",53,6398,"19.03.2017 22:50",3,5,1,5,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,4,5,"30",1,1,1,2,1,1,1,1,1,"",1,"",1,1,2,1,1,1,1,5,"--------",2,"",1,39,1,NA,53,10,9,21,8,5,29,13,8,5,117,NA,"19.03.2017 22:53",1,0,10,10,0,0,2.16,115,0.3173280608065407
332,NA,"6x7qmg1b",42,70144,"22.03.2017 15:51",5,3,2,2,3,1,1,4,1,1,1,6,1.5,4,3,1,5,5,1,1,3,1,1,3.333333333,1,1,4,5,"30",1,3,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Keine Ahnung!!!",1,"Die seltsamen Bilder am Anfang der Studie, die sich nur z.T wieder holt haben.",2,39,1,NA,6,14,47,67,93,7,146,222,13,12,627,NA,"22.03.2017 16:01",1,0,10,10,0,0,0.91,6,0.29948138706067057
159,NA,"b7t831sp",57,12453,"19.03.2017 21:18",5,4,4,3,3.5,5,5,5,5,2,5,3,4.5,3,1,3,1,3,1,3,5,2,3,2.333333333,2.666666667,1,3,4,"",2,1,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,4,"Ob Beten positive Auswirkungen hat. ",2,"",2,39,1,NA,8,8,19,82,70,7,127,29,13,11,374,NA,"19.03.2017 21:25",1,0,10,10,0,0,1.26,16,0.3148667902034901
136,NA,"gwt5fw2w",47,20192,"19.03.2017 19:40",5,3,2,3,2.5,2,3,5,4,2,1,3,2.833333333,3,3,1,2,5,2,2,1,3,4,3,2,1,3,5,"36",1,1,3,2,2,1,1,1,2,"Vaterunser",1,"",4,2,2,1,2,1,2,5,"Keine Ahnung. Es hat jedenfalls wohl nichts mit dem Beten zu tun.",1,"Der Beginn, denn es geht mir beim Beten nicht darum, in irgendeinen Zustand/eine Gefühlslage zu kommen, sondern darum, mit Gott in Kontakt im Sinne einer persönlichen Beziehung zu bleiben, ihm z. B. zu danken, ihn um Gebetsanliegen zu bitten, aber auch ihm meine Zweifel und Klagen zu bringen. Die Dauer der Gebetszeit ist dabei unerheblich.",2,39,1,NA,9,15,52,156,137,8,123,465,13,24,612,NA,"19.03.2017 19:57",1,0,10,10,0,0,0.67,0,0.30760044128896336
447,NA,"htaobhdf",54,81178,"01.05.2017 20:52",4,3,3,5,2,4,2,3,1,1,2,6,2.166666667,3,3,3,3,3,2,2,3,2,4,3.333333333,2.333333333,1,4,5,"30",1,1,4,2,2,2,2,1,1,"",1,"",4,2,2,2,2,1,1,5,"Wie ticken Menschen, die beten",1,"Abfolge der Bilder,
Bilder etwas",1,39,1,NA,20,12,35,165,130,8,124,84,13,18,609,NA,"01.05.2017 21:02",1,0,10,10,0,0,0.76,0,0.3162623462564679
374,NA,"j10d3txx",50,6458,"27.03.2017 08:57",5,3,4,5,2.5,2,5,7,6,6,6,2,5.333333333,2,2,4,2,4,2,4,1,3,2,2,3.666666667,1,4,5,"30",1,1,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Auswirkung des gebets auf positives/negatives denken angesichts der Lebensrealitäten",2,"",2,39,1,NA,6,5,16,36,70,5,60,39,11,16,264,NA,"27.03.2017 09:01",1,0,10,10,0,0,1.5,25,0.31569583668867146
281,NA,"l20qol1x",40,15523,"20.03.2017 22:38",5,3,2,3,2.5,2,4,3,2,2,2,6,2.5,3,3,2,3,3,1,2,4,3,3,3,2.333333333,1,4,5,"37",1,2,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"Auswirkungen von Gebet auf meine Einstellung zum Leben und zur Welt",1,"Warum bei den Bildern eher negative Bilder noch extra mit Dissonanzen und positive Bilder mit Konsonanzen begleitet wurden",1,39,1,NA,9,8,25,94,102,6,92,109,11,16,472,NA,"20.03.2017 22:45",1,0,10,10,0,0,0.99,5,0.29427053442412116
361,NA,"lk4ra398",55,4486781,"25.03.2017 07:25",5,4,4,4,3,7,3,3,2,1,1,6,2.833333333,4,5,2,5,4,3,5,2,1,5,4.666666667,2.666666667,1,2,3,"",2,2,3,2,1,1,1,2,2,"Gebetstagebuch",1,"",3,2,2,2,1,1,1,4,"Zuversicht eines betenden Menschen",1,"Ich fand die positiven und negativen Bilder mit den passenden Klavierton ungewöhnlich. Wäre ich nicht so entspannt gewesen, hätte ich vielleicht abgebrochen und etwas anderes gemacht.",2,39,1,NA,11,14,48,137,163,12,154,437,19,106,1101,NA,"25.03.2017 07:43",1,0,10,10,0,0,0.52,0,0.3044829743633568
21,NA,"tf1ewnkn",46,49362,"18.03.2017 22:37",5,4,1,5,1,7,7,4,6,1,4,1,4.833333333,4,4,2,5,5,4,1,4,1,4,4.333333333,1.333333333,1,4,5,"25",2,1,3,2,2,1,2,1,1,"",1,"",4,2,1,2,2,1,2,5,"Ob es Gott gibt und da was ankommt. Das nennt man Glauben. ",2,"",1,39,1,NA,9,15,24,38,61,9,65,117,13,19,370,NA,"18.03.2017 22:43",1,0,10,10,0,0,1.03,6,0.2956404258717476
113,NA,"z82soawb",46,9492,"19.03.2017 18:03",5,3,2,2,3,7,3,7,6,1,2,3,4.333333333,3,2,4,2,4,3,2,4,3,2,2.333333333,3,1,3,4,"",1,3,3,2,2,1,2,1,1,"",1,"",4,2,2,1,2,1,2,4,"Meine Einstellung zum Leben und in welcher Verbindung es mit dem Gebet steht.",2,"",1,39,1,NA,7,7,16,28,57,5,46,31,10,32,239,NA,"19.03.2017 18:07",1,0,10,10,0,0,1.54,29,0.28722144873913424
404,NA,"1ktpuj75",48,7561,"11.04.2017 14:36",5,4,4,3,3.5,2,3,4,4,2,1,6,2.666666667,5,3,1,4,4,2,1,4,1,5,4.666666667,1,1,4,5,"35",1,2,2,2,1,1,1,1,2,"auswendig gelernte",1,"",4,2,2,1,2,1,2,4,"Gebet/Glaube und Optimismus",2,"",1,40,1,NA,6,12,23,38,70,6,123,22,11,19,330,NA,"11.04.2017 14:41",1,0,10,10,0,0,1.32,20,0.28286591551423584
417,NA,"4dp63l7p",44,10469,"19.04.2017 22:56",5,3,3,3,3,2,5,6,3,6,5,5,4.5,3,3,4,3,2,4,2,4,1,4,3.333333333,2.333333333,1,4,5,"30",2,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"Allgemein das Beten und seine Konsequenzen",2,"",1,40,1,NA,15,8,41,179,223,7,188,65,23,27,776,NA,"19.04.2017 23:09",1,0,10,10,0,0,0.71,3,0.2716293621224966
175,NA,"8gecx2qy",53,5649,"19.03.2017 22:23",5,5,3,1,4,3,6,6,6,3,5,3,4.833333333,2,2,3,2,4,3,5,2,5,2,2,4.333333333,1,3,5,"24",2,1,2,2,2,1,1,1,1,"",1,"",2,2,2,1,1,1,1,4,"",1,"",1,40,1,NA,8,8,15,39,58,6,52,9,16,24,235,NA,"19.03.2017 22:27",1,0,10,10,6,5,1.44,50,0.2766588110355312
257,NA,"9uw47lrp",47,23416,"20.03.2017 19:40",5,5,2,3,2.5,1,1,2,3,1,2,7,1.666666667,5,3,3,4,5,2,2,4,2,5,4.666666667,2.333333333,1,4,4,"",1,5,5,2,2,1,2,1,2,"Sprachengebet",2,"Danken",4,2,1,2,2,1,2,5,"Die Kraft des Gebets?! Ob Gott wirklich existiert? Oder ob wir Gläubigen nur Kraft unserer Vorstellung Gebetserhörung erwirken? Es gibt übrigens einige weitere interessante (auch medizinische/neurologische) Studien um Thema beten u.a. die Auswirkung des Sprachengebets auf Gehin und Körper. Und die messbar erzeugte positive Energie, die beim/durch Beten erreicht (werden kann). In jedem Fall gilt: Gebete zu dem lebendigen Gott haben Kraft und werden immer gehört, allerdings nicht immer sofort erhört oder erfüllt.  ",2,"",1,40,1,NA,12,15,27,54,85,8,153,949,13,23,465,NA,"20.03.2017 20:03",1,0,10,10,0,0,0.77,0,0.2708214105609741
143,NA,"m79qllda",53,5599,"19.03.2017 19:50",5,1,3,3,3,3,3,4,3,2,2,6,2.833333333,4,3,3,3,4,3,3,4,2,2,3,2.666666667,1,4,5,"",2,2,3,2,2,1,2,1,1,"",1,"",4,2,2,2,1,1,2,5,"",1,"Die seltsame Bilderfolge. Keine Ahnung was untersucht wird, beten ist für mich wichtig, weil ich Jesus liebe.",1,40,1,NA,9,9,16,49,75,9,79,45,20,13,324,NA,"19.03.2017 19:56",1,0,10,10,6,5,1.15,10,0.27583889601700057
382,NA,"no2ot8qu",46,65366,"29.03.2017 19:04",5,5,2,3,2.5,4,5,6,2,2,5,7,4,4,2,4,2,5,2,4,3,2,3,3,3.333333333,1,4,5,"35",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,1,2,2,2,5,"Wie sich das Gesehene und Gehörte auf die Psyche auswirkt, und welche Rolle dabei das Gebet spielt?",2,"",1,40,1,NA,6,13,34,85,98,6,85,137,15,21,500,NA,"29.03.2017 19:12",1,0,10,10,0,0,0.91,4,0.26833045208441486
273,NA,"nof4ygms",53,254526,"20.03.2017 21:28",5,5,3,4,2.5,2,3,2,1,1,1,7,1.666666667,5,5,1,5,5,2,1,5,5,5,5,2.333333333,1,4,5,"35",2,2,4,2,2,1,2,1,2,"Sprachengebet",1,"",4,2,2,2,2,1,1,5,"inwiefern das Gebet vor der Präsentation von Bildern von Naturkatasthrophen, Krieg, Gewalt plus dissonanter Klänge bzw. regelmäßiges Gebet positiven Einfluss auf die Zuversicht eines Menschen hat ",1,"Ich fühlte mich etwas manipuliert, weil die positiven Bilder mit schönen Akkorden und die negativen Bilder mit dissonanten Akkorden begleitet wurden. Klar, welche Assoziationen dann geweckt werden. Außerdem hätte die Hälfte der Präsentation meiner Meinung nach ausgereicht, es waren viele Wiederholungen dabei. Aber vielleicht ist die Länge ja genau beabsichtigt gewesen und auch Untersuchungsgegenstand. ",1,40,1,NA,8,11,31,64,73,8,87,383,10,19,694,NA,"20.03.2017 21:40",1,0,10,10,0,0,0.93,3,0.2732766617399989
220,NA,"qu4nu2qa",59,16698,"20.03.2017 10:04",4,5,3,2,3.5,1,1,1,4,1,4,6,2,4,3,4,5,5,4,3,3,1,4,4.333333333,2.666666667,1,3,4,"",2,1,2,2,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"keine ahnung",2,"",2,40,1,NA,11,6,15,55,59,8,59,28,14,10,265,NA,"20.03.2017 10:08",1,0,10,10,0,0,1.44,23,0.2906592570914107
427,NA,"egf3tffm",45,776282,"22.04.2017 08:52",5,5,5,5,3,1,1,1,1,1,1,4,1,3,3,3,3,4,2,3,3,2,3,3,2.666666667,1,4,4,"",1,3,2,2,2,1,1,1,1,"",1,"",4,2,2,2,1,1,2,5,"Positive Erfahrungen im Gebet finde ich ermutigend,aber es gibt auch Gebete bei denen ich dachte,sie gehen nicht weiter als zu Zimmerdecke,aber habe erlebt,dass sie doch weitergehen und Gott wirklich gute Pläne im Leben hat.Ich finde es gut mit anderen 
Christen sowie interessierten Nichtchristen im Austausch über Gebet zu sein und aber auch immer wieder Gelegenheiten zum 
Gebet zu haben.Denn Gebet hat immer Folgen,je ehrlicher wir vor Gott sind um so mehr.Das Danken sowie Gott zu loben  ist immer noch das Beste,weil es einen nach Oben zieht und meist leider auch einer der schwierigsten Gebete. ",1,"Den Sinn die Bilder zu sehen,habe ich so verstanden,dass wir alles was uns beschäftigt vor Gott bringen dürfen,oder was für einen Zweck hatte es?",1,41,1,NA,11,6,14,66,92,8,85,363,18,32,695,NA,"22.04.2017 09:04",1,0,10,10,0,0,0.94,7,0.2806901012728223
102,NA,"et0vahyz",49,4204,"19.03.2017 17:25",5,1,1,5,1,7,1,1,1,1,1,4,2,5,4,1,5,5,3,3,4,1,5,5,1.666666667,1,4,5,"25",1,2,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,5,"Keine Ahnung",1,"Ja, das da steht höheres Wesen. Entweder es geht um Gott, den Schöpfer und Autor der Bibel oder nicht. Gott und höheres Wesen ist nicht gleichzusetzen!",1,41,1,NA,7,11,22,29,45,4,47,48,8,12,233,NA,"19.03.2017 17:29",1,0,10,10,0,0,1.56,28,0.2783386289536573
146,NA,"gfy5e3lx",54,9973,"19.03.2017 20:14",5,5,3,2,3.5,4,4,4,4,4,4,7,4,2,3,3,3,3,3,4,3,4,3,2.666666667,3.666666667,1,2,5,"14",1,1,2,2,2,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"*) Wie beten Menschen?
*) Wie lange beten sie?
*) Glauben sie an den Nutzen des Gebets?
*) Welchen Nutzen erhoffen Sie sich von ihrem Gebet?
*) Trifft dieser Nutzen tatsächlich ein?
*) Macht Beten glücklicher, zufriedener, gelassener?
*) Sind betende Menschen eher Optimisten, Pessimisten, weder-noch?
*) Macht Beten die Verbindung zu Gott körperlich wahrnehmbar?",2,"",2,41,1,NA,7,10,26,43,71,5,105,216,9,31,523,NA,"19.03.2017 20:23",1,0,10,10,0,0,1.04,9,0.2855940326931159
263,NA,"quf4v01v",48,9548,"20.03.2017 20:19",5,2,2,5,1.5,2,2,3,3,1,2,5,2.166666667,3,3,2,3,5,2,2,4,1,4,3.333333333,1.666666667,1,4,5,"35",1,4,5,2,2,2,2,2,1,"",1,"",6,2,2,2,2,2,2,5,"wie betende Menschen denken, fühlen, empfinden, ",1,"die Bilder zu Beginn",1,41,1,NA,6,9,24,56,103,5,82,54,12,17,368,NA,"20.03.2017 20:25",1,0,10,10,0,0,1.16,9,0.28130201570231317
337,NA,"t6cmbqje",48,35733,"22.03.2017 20:52",5,5,3,4,2.5,2,3,6,6,3,1,6,3.5,3,2,3,4,5,3,4,4,1,4,3.666666667,2.666666667,1,4,5,"36",1,3,3,2,2,1,2,1,1,"",1,"",3,2,2,1,2,1,1,5,"ob Beten wirklich ""hilft"" (Auswirkungen subjektiv u./o. objektiv hat)!",1,"die Bild - Tonkombinationen",1,41,1,NA,16,19,44,127,162,14,132,111,22,50,697,NA,"22.03.2017 21:03",1,0,10,10,0,0,0.54,0,0.2771095210739634
326,NA,"8smogwwt",52,33094,"22.03.2017 14:16",3,2,5,2,4.5,4,4,7,5,5,4,4,4.833333333,2,4,2,2,4,4,4,4,3,2,2,3,1,2,4,"",4,1,3,2,2,1,2,1,1,"",1,"",3,2,2,1,1,1,2,3,"",2,"",1,42,1,NA,6,7,11,33,40,5,50,11,8,3,174,NA,"22.03.2017 14:19",1,0,10,10,3,2,1.97,84,0.2804057155252706
44,NA,"91w6kxtg",46,6729,"19.03.2017 00:57",3,4,4,2,4,4,4,5,4,2,2,6,3.5,4,4,2,4,5,2,2,4,2,2,3.333333333,2,1,4,5,"25",1,2,3,2,2,1,2,1,1,"",1,"",2,2,1,1,2,1,1,5,"Einfluss von Gebet auf das Erleben des Menschen und die Erwartungshaltung.",1,"Keine Frage zu wem oder mit wem man betet.",2,42,1,NA,10,11,16,35,61,7,90,136,11,21,398,NA,"19.03.2017 01:04",1,0,10,10,0,0,1.09,8,0.2726910073609281
93,NA,"a6rq0egd",55,49188,"19.03.2017 16:25",5,4,3,5,2,5,3,4,1,1,1,7,2.5,5,4,3,4,5,3,2,2,3,3,4,2.666666667,1,2,4,"",2,1,1,2,1,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"...ich habe keinen Plan.",1,"Was haben Die Horror-Bilder (Autounfall, Atomexplosion) vom Anfang mit der Umfrage zu tun?",2,42,1,NA,8,14,24,39,63,5,88,75,10,14,340,NA,"19.03.2017 16:30",1,0,10,10,0,0,1.18,10,0.28171088778749004
362,NA,"bk1przwv",46,124795,"25.03.2017 11:31",5,5,2,4,2,1,1,1,1,1,1,1,1,2,4,2,3,5,1,2,2,1,1,2,1.666666667,1,4,5,"25",1,1,3,2,2,1,1,1,2,"Lieder",1,"",4,2,2,1,2,1,2,5,"",1,"",2,42,1,NA,8,15,13,27,75,9,75,20,14,7,263,NA,"25.03.2017 11:36",1,0,10,10,5,5,1.54,33,0.2739405080879977
433,NA,"m62uawcj",51,63241,"24.04.2017 17:22",5,4,2,3,2.5,4,3,3,2,2,1,7,2.5,5,5,1,5,5,3,1,5,1,5,5,1,1,3,4,"",2,2,5,2,2,1,2,2,2,"Sprachengebet",1,"",4,2,2,2,2,1,1,4,"Auswirkungen des Gebets auf den Beter selbst und seine Umstände",2,"",1,42,1,NA,8,8,21,46,47,6,69,32,9,15,261,NA,"24.04.2017 17:26",1,0,10,10,0,0,1.4,20,0.27530747070580724
77,NA,"vdhgs9yk",45,42906,"19.03.2017 13:54",5,5,3,1,4,4,4,4,3,2,2,5,3.166666667,4,4,3,3,5,3,2,4,2,5,4,2.333333333,1,3,5,"37",1,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"Die Wirkung von Bilder/Erlebnisse in Verbindung mit Musik",2,"",1,42,1,NA,5,8,21,43,77,10,78,66,11,17,336,NA,"19.03.2017 14:00",1,0,10,10,0,0,1.19,10,0.2661627386562238
212,NA,"w57hq0b3",48,67867,"20.03.2017 07:58",5,4,2,3,2.5,4,5,6,5,2,4,3,4.333333333,2,2,3,1,4,2,3,2,3,2,1.666666667,3,1,1,5,"35",1,2,1,2,1,1,1,1,1,"",1,"",3,2,2,1,2,1,1,3,"Keine Ahnung",2,"",2,42,1,NA,6,5,10,23,42,5,40,14,8,13,166,NA,"20.03.2017 08:01",1,0,10,10,0,0,2,62,0.26232569762653607
217,NA,"za5a1w3n",47,32342,"20.03.2017 08:44",5,2,2,4,2,1,2,3,1,3,1,1,1.833333333,2,2,2,3,4,2,4,3,1,2,2.333333333,2.333333333,1,4,5,"26",1,1,6,2,2,1,2,2,2,"Zungensprache",2,"Zwiegespräch mit Gott",5,2,2,2,2,1,2,5,"Der Zusammenhang zwischen Gebetspraxis und das Selbstbild bzw. die Lebenseinstellung",1,"Die Konditionierung durch Bilder und Töne. Das gibt es bei den meisten Umfragen nicht. Einige ""beängstigende"" Bilder mit schiefem Akkord konnte ich zunächst nicht sofort als ""beängstigend"" einstufen. Auch waren einige Bilder für mich eher positiv, wie die genähte Wunde (Die Person hat hilfe erfahren) oder die Person im Schutzanzug (für mich riskiert er sein Leben um ander zu schützen). Also konnte ich den Zusammenhang von schiefe Töne und ""bedrohliche"" Bilder nicht immer nachvollziehen. ",2,42,2,3,10,28,25,82,150,8,141,355,11,27,837,NA,"20.03.2017 08:58",1,0,10,10,0,0,0.71,1,0.2569787897148891
233,NA,"11ml1shy",57,4799,"20.03.2017 14:01",5,2,3,3,3,4,5,3,5,3,5,5,4.166666667,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,"43",1,1,1,2,1,1,1,1,1,"",1,"",1,2,1,1,1,1,1,4,"Das frage ich mich auch. Ihr zeigt viele Fotos und fragt hinterher nicht danach!",2,"",1,43,1,NA,5,5,10,24,14,3,35,24,8,11,139,NA,"20.03.2017 14:03",1,0,10,10,0,0,2.3,79,0.2688623062612121
244,NA,"2d4oe4lj",50,63152,"20.03.2017 17:01",5,5,2,2,3,7,7,6,7,6,3,3,6,3,2,3,2,5,4,3,1,3,4,3,3,1,4,5,"41",1,2,3,2,2,2,1,1,1,"",1,"",3,2,2,2,1,1,1,5,"Untersuchung zum Gebetsverhalten der Menschen hierzulande und zur Wirkung von Gebeten einzelner Menschen. ",2,"",2,43,1,NA,10,8,29,73,123,9,114,53,21,25,465,NA,"20.03.2017 17:08",1,0,10,10,0,0,0.88,3,0.26841089231345955
314,NA,"429l8fut",51,15662,"21.03.2017 21:33",5,5,1,3,2,2,4,4,4,1,1,7,2.666666667,3,4,1,3,5,3,3,4,2,4,3.333333333,2,1,4,5,"37",1,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Ob Gebet eine Auswirkung hat auf das Leben.",2,"",1,43,1,NA,8,8,22,130,110,9,100,60,19,29,495,NA,"21.03.2017 21:42",1,0,10,10,0,0,0.89,3,0.26973710343852475
223,NA,"42y553tc",52,159471,"20.03.2017 11:17",4,4,4,3,3.5,3,2,3,3,1,1,6,2.166666667,3,4,2,3,5,3,2,4,1,5,3.666666667,1.666666667,1,4,5,"30",1,1,4,2,2,2,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Ob beten hilft (positiver zu denken)",1,"dass das überhaupt untersucht werden kann.",1,43,1,NA,8,7,14,40,55,5,51,43,9,9,241,NA,"20.03.2017 11:21",1,0,10,10,0,0,1.57,28,0.27291197499922115
