"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","BF"
543,"12/21/2017 14:55:19",4,1,24,1,3,2,3,5,3,2,4,2,4,4,3,4,2,1,1,3,3,3,2,3,5,3,1,2,3,2,4,4,2,2,1,1,3,4,4,4,1,4,4,2,3,4,2,1,4,5,4,2,4,4,4,3,3,2,4,4,1,2,2,3,2,3,2,3,4,4,3,4,3,4,4,4,1,2,4,3,4,4,4,4,4,2,3,3,3,2,3,3,4,2,5,1,2,5,"Reaktionen auf Bilder mit dem momentanen emotionalen Zustand in Verbindung bringen",4.8,3,2.5,3,1.75,2.5,2.25,3,3,2.75,2.5,4.4,2.75,4.33333333333333,3.2,2.2,2.25,3,3.4,3.5,4,3.5,3.25,3.03809523809524,3.14444444444444,3.09126984126984,NA,1,3.2107571097811256,3.2107457636113956
544,"12/21/2017 14:55:30",5,2,23,1,4,2,1,3,4,3,3,2,2,3,3,4,3,1,3,4,3,3,4,3,4,4,1,5,3,3,4,4,3,2,1,3,3,3,4,2,1,3,4,2,3,3,3,1,3,3,4,2,4,4,3,3,3,2,4,3,1,2,2,2,3,3,2,2,2,4,3,2,4,2,2,2,1,1,3,4,1,3,5,2,3,1,2,2,3,3,3,2,3,2,4,2,2,4,"unterschiedliche Reaktionzeiten bei positiven besetzten Bildinhalten (Personen in Beziehungen) servus negativ besetzten Bildinhalten (Leichen, Wunden) zu vergleichen",4.4,3.5,2.5,4.5,2.5,2.25,2.75,2.25,3,2.25,2.25,3.6,3,4.33333333333333,3.4,2,2,2.66666666666667,2.8,2.25,3,2.25,2.25,3.07738095238095,2.51296296296296,2.79517195767196,NA,1,3.2111951350804495,3.2111828039689407
546,"12/21/2017 14:56:18",4,2,38,1,4,3,2,4,3,4,4,3,3,4,4,4,3,3,5,4,3,4,4,4,4,4,4,1,3,4,3,4,5,5,3,2,4,4,4,4,4,4,4,4,3,4,4,2,3,4,4,5,4,4,4,4,4,3,4,4,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,3,"Selbstwert, Paarbeziehungen, Tod",3.4,2,2,3,2,2.75,2,2,2.25,2,2.75,1.4,2.75,2.66666666666667,2.6,2,2.25,2.66666666666667,2.6,2,2.33333333333333,2.25,2.5,2.3547619047619,2.35555555555556,2.35515873015873,NA,1,2.9542470574636503,2.954240266282448
562,"6/15/2018 9:59:53",5,2,19,3,4,5,5,5,3,4,4,5,4,5,5,4,3,4,4,5,5,2,5,4,4,3,5,3,4,4,3,4,4,5,3,3,3,4,3,4,1,5,5,4,5,5,4,1,4,4,5,4,5,5,4,5,4,4,4,4,1,4,5,2,3,5,4,1,4,2,3,5,5,5,5,5,5,2,5,4,5,5,3,4,4,3,3,5,4,4,5,5,4,5,5,4,4,1,"Die Analyse des Menschen im Zusammenhang seines Geschlechts und seiner SexualitÃ¤t",3.8,1.25,1,1.75,2,2.25,1.75,1.5,3,2.25,1.75,1.8,1.5,2.33333333333333,3.6,3.4,3.5,5,3.4,3.75,5,5,4,1.9952380952381,4.07222222222222,3.03373015873016,NA,1,2.9543776817279648,2.954370649847982
565,"6/15/2018 16:00:56",7,2,19,1,5,1,2,3,3,2,4,1,3,2,3,2,3,1,1,5,5,3,5,4,5,4,2,1,3,3,3,5,4,1,2,1,3,4,3,2,1,2,5,5,5,4,5,1,3,1,5,5,4,4,4,4,5,5,4,3,1,1,3,1,2,1,1,1,1,2,1,2,3,2,1,1,3,2,2,5,3,2,5,4,1,1,2,1,2,1,1,1,4,1,2,1,1,2,"Wie das emotionale Befinden Einfluss auf die Aufmerksamkeit nimmt<br>",5,4.25,2.5,4,1.5,2.75,2.5,1,3,2.5,3.75,2.6,1.75,2,3.8,1.2,1,1.33333333333333,2.2,1.25,2.66666666666667,1.75,1.5,2.79285714285714,1.85555555555556,2.32420634920635,NA,1,3.4083699983119815,3.408376924064444
569,"6/15/2018 17:41:32",7,1,24,1,4,4,4,4,2,3,4,4,4,4,3,2,4,2,3,4,3,4,4,4,5,3,2,5,2,4,3,4,4,3,2,4,4,3,4,3,5,2,3,2,3,3,3,4,3,4,2,3,4,4,4,3,3,2,4,4,5,2,2,1,1,2,2,1,3,1,2,3,4,2,2,2,4,2,3,2,1,3,2,2,2,1,2,1,3,2,2,2,1,1,4,1,2,2,"SelbstwertgefÃ¼hl, SelbsteinschÃ¤tzung beinflussen durch WÃ¶rter die Stimmungen/ GefÃ¼hle hervorrufen",1.6,2.5,2.75,2.75,1.75,3.25,2.25,2.5,2,3,2.5,3,2.75,4,2,2,1.25,2,2,1.5,3,2.25,2.5,2.61428571428571,2.05555555555556,2.33492063492063,NA,1,3.9560773723278997,3.9560802207720642
572,"6/15/2018 19:40:34",7,1,30,1,5,3,2,4,2,4,4,4,2,4,4,2,4,1,3,5,4,5,5,5,4,4,3,2,3,4,4,4,2,3,3,2,4,4,4,2,4,5,5,3,5,3,3,3,5,4,5,3,3,5,4,4,3,3,4,5,3,1,3,1,1,1,1,2,1,3,3,1,5,2,4,2,1,2,4,4,2,4,4,2,3,1,1,1,2,1,2,1,4,1,4,1,1,2,"Aufmerksamkeit und Zusammenhang mit psychischer Verfassung",3,2.25,1.25,4.25,2,3,2,1.5,1.5,1.75,3.25,3.2,1.25,3,3.2,1.6,1,2.33333333333333,1.6,2,3.66666666666667,3.25,1,2.37142857142857,2.18333333333333,2.27738095238095,NA,1,4.620578240034854,4.620578914195037
577,"6/15/2018 19:47:13",7,2,22,3,3,4,4,3,2,3,3,3,4,1,3,1,4,3,2,4,3,5,4,2,4,3,2,1,1,5,3,3,2,2,1,3,3,5,4,5,1,3,2,1,3,2,2,3,1,3,3,2,2,5,4,3,4,4,4,5,1,3,4,2,2,2,1,1,3,3,2,4,3,4,2,4,3,4,2,2,1,1,5,3,1,4,2,3,3,3,2,4,3,3,4,2,4,3,"Keine Ahnung",3.6,3.25,2.25,2,2.5,4,1.75,2.75,1.75,2.75,4.75,4,3.75,4,3.2,2.8,2.5,2.33333333333333,3,2.25,2.66666666666667,2.75,3,3.07857142857143,2.72222222222222,2.90039682539683,NA,1,5.431392506124746,5.431392454367508
578,"6/15/2018 19:47:41",6,1,20,1,4,3,4,5,2,5,3,3,3,2,4,3,4,2,2,4,2,3,4,4,4,5,3,4,3,4,4,4,3,3,2,1,4,5,5,2,1,4,5,4,2,2,2,1,3,3,5,3,3,4,4,3,4,4,4,3,1,1,3,1,1,1,1,1,2,2,1,5,2,3,1,4,2,1,2,3,1,2,4,1,2,2,3,3,1,3,1,1,4,1,3,1,1,1,"Untersuchung emotionaler ZustÃ¤nde und damit verbundene kognitive Funktionen",4.6,3,2,3.25,2.25,3,1.5,1.75,2.5,1,3.25,3.4,3.25,2.66666666666667,3,1,1.25,1.33333333333333,1,2.25,2,2.5,3.25,2.67261904761905,1.9537037037037,2.31316137566138,NA,1,5.940104270838026,5.940103119071249
580,"6/19/2018 16:46:39",5,2,19,3,1,4,4,4,3,3,3,3,3,2,4,3,2,2,2,2,3,4,2,3,4,3,1,3,3,3,3,4,2,2,2,2,4,4,4,3,5,4,2,3,2,2,2,4,3,2,2,2,4,4,4,2,2,3,3,4,4,2,4,2,3,3,2,1,1,2,4,5,2,2,2,1,2,2,3,4,4,4,4,3,3,1,4,3,3,3,3,2,1,2,2,2,2,2," ",2.2,3.75,2.5,3,2.25,2.75,2.5,4.25,2.5,3,3.5,4.2,3.25,3.33333333333333,2.6,2.4,2,2.66666666666667,2.6,2.25,2.66666666666667,2.75,3.25,3.0702380952381,2.57592592592593,2.82308201058201,NA,1,5.943347504710984,5.943346350864201
586,"6/19/2018 16:49:56",3,1,28,1,2,1,2,2,2,3,2,4,2,3,4,3,3,1,1,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,3,2,2,3,1,3,3,3,3,3,3,3,3,3,4,2,3,5,3,3,4,4,4,2,1,5,5,5,4,4,4,4,4,4,4,5,5,3,3,4,5,5,3,3,3,3,3,5,5,5,5,5,4,5,5,4,5,3,3,5,5,5,"das GedÃ¤chtnis zu testen",4.6,2.75,2.25,4,3.25,3.25,3.25,3,3.75,3,3,3.6,3.25,2.66666666666667,4,4.6,4.75,3.66666666666667,4.4,4.25,3.66666666666667,3.75,4.75,3.25833333333333,4.2037037037037,3.73101851851852,NA,1,4.827090654800211,4.827090910803979
588,"6/19/2018 16:50:38",5,1,21,1,4,4,4,5,3,4,4,5,5,4,4,3,3,4,3,4,3,3,4,4,5,3,4,3,3,4,4,4,4,5,3,2,4,4,3,4,1,4,5,5,4,3,3,1,3,5,3,3,4,5,5,5,4,4,3,3,1,2,2,3,2,1,2,1,2,2,2,3,2,2,2,4,3,2,2,3,3,2,2,2,1,4,2,1,2,2,2,2,4,1,3,1,1,2,"Wie beeinflussen Charaktereigenschaften und PersÃ¶nlichkeitsmerkmale kognitive Funktionen",4.2,1,1.75,1.75,1.5,2.5,2,1.75,2.75,2.75,2.75,2.6,2.5,2,2.8,1.8,2.25,1.66666666666667,2,1.25,2.66666666666667,2.5,2.25,2.27142857142857,2.13148148148148,2.20145502645503,NA,1,4.828984081588018,4.828984299600749
591,"6/19/2018 17:46:55",6,1,24,1,4,5,5,3,2,2,5,5,5,5,3,2,3,3,3,4,2,3,2,2,4,2,3,3,4,3,2,4,3,5,2,4,2,3,3,4,5,4,5,2,2,3,4,5,2,5,4,3,2,5,5,5,3,3,4,3,5,1,4,2,4,2,1,1,5,1,1,4,4,1,3,4,1,1,1,1,4,3,2,2,1,1,4,1,4,4,2,1,4,2,5,2,1,2,"negative GefÃ¼hle",1.2,1,2,1.75,1.5,3.5,2.75,2.5,3.25,3.25,2.75,2.8,4,3.66666666666667,1.8,1,1.75,1.66666666666667,2.6,1,4.33333333333333,3.5,4.25,2.56547619047619,2.43333333333333,2.49940476190476,NA,1,5.263206850313669,5.263206757850741
596,"6/19/2018 18:46:36",8,1,29,1,1,5,5,1,5,4,5,5,5,4,5,3,2,5,5,4,4,1,1,3,5,4,3,2,4,5,4,4,4,4,2,5,2,2,2,3,4,4,2,4,2,3,4,5,2,4,4,3,3,3,5,5,1,4,1,1,5,2,3,3,3,5,1,5,3,3,3,3,5,5,5,3,1,1,5,2,5,3,3,4,5,4,2,5,5,3,5,3,3,5,5,3,3,3,"Aufdecken von mÃ¶glichen psychischen Erkrankungen, Aggresionspotenzial, Wut, Trauer, AngstzustÃ¤nden, Motivation, Lebensmut, SuizidalitÃ¤t",1.2,1.5,2,1.5,1.25,2,3.75,4.75,4.5,2.5,3,2.2,3.25,2.66666666666667,2.4,2,3.75,5,3.6,5,5,3.5,2.75,2.57619047619048,3.66666666666667,3.12142857142857,NA,1,6.641959236739725,6.641958070686736
599,"6/19/2018 18:47:44",6,1,27,1,3,4,4,4,3,3,5,2,3,3,4,1,2,4,2,3,2,2,1,2,4,3,2,3,3,4,3,4,2,4,4,2,3,5,3,4,1,4,5,4,2,3,2,2,3,4,3,2,2,5,4,3,3,4,4,4,1,1,4,1,3,1,1,1,5,1,2,4,1,1,4,2,1,1,2,2,3,4,5,2,1,1,3,1,3,3,1,1,1,1,4,1,1,2," ",4,2.75,2,2.25,1.75,3.25,1.75,3,3.25,3,3.5,4,3.75,2,2,1.2,1,1.33333333333333,2.2,1,2.66666666666667,3.5,3.75,2.875,2.07222222222222,2.47361111111111,NA,1,7.289527170377848,7.289526000179775
601,"6/19/2018 19:42:17",6,1,26,1,2,1,4,2,1,2,4,4,4,2,4,2,1,4,4,4,2,3,2,2,4,2,1,3,2,4,1,4,4,3,1,4,1,3,4,4,1,4,3,2,1,2,4,2,1,3,2,4,2,4,4,4,1,2,2,2,1,2,3,3,2,2,2,2,3,2,2,3,3,3,3,2,4,2,4,5,2,3,5,3,3,4,4,2,4,3,3,2,4,2,5,2,2,2,"negative Eigenschaften und Emotionen und geometrische Formen/Linien<br>Worauf fokussiert man?",4.2,2.5,2,2,2,4.5,3.25,4,4.25,3.5,3.75,2.6,4.5,4.33333333333333,4,2,2.75,3,2.6,2.5,3.33333333333333,2.75,3.25,3.38452380952381,2.90925925925926,3.14689153439153,NA,1,8.017772276303782,8.017771103515349
603,"6/19/2018 19:46:23",7,2,20,1,3,2,4,5,3,5,4,2,3,4,3,3,3,3,2,4,2,3,3,2,4,4,3,4,3,4,4,4,3,2,3,3,4,2,3,5,1,4,5,4,2,5,3,3,1,5,4,3,2,4,5,3,4,3,2,5,2,1,4,4,2,2,2,1,4,4,3,4,4,2,2,2,2,3,3,3,2,2,4,4,2,1,1,1,4,3,2,3,2,1,2,2,1,2,"Menschen zu manipulieren durch fragen und WÃ¶rter",3.8,3,2.25,2.25,1.75,3,2.75,2.25,2.25,2,2,3.2,4.25,2.66666666666667,3,2,2.25,2,3,1.5,2.66666666666667,2.5,3,2.67261904761905,2.43518518518519,2.55390211640212,NA,1,9.618609207934533,9.618632680127305
604,"6/19/2018 19:47:40",5,2,21,1,3,3,4,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,1,3,3,4,4,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,"keine Ahnung",3.8,3,3,2.75,2.5,2.75,2.75,2.75,3,2.25,2.75,2.6,2.5,2.66666666666667,2,2,2,2.66666666666667,2.2,2,2,2,2,2.79047619047619,2.0962962962963,2.44338624338624,NA,1,9.625508483427215,9.625532155872527
607,"6/20/2018 17:45:00",5,1,18,3,2,4,5,1,1,3,5,4,5,2,2,5,3,4,3,3,2,1,3,1,4,4,1,5,3,2,2,4,3,5,1,2,2,2,4,5,1,3,2,4,3,1,3,4,2,5,3,2,4,3,3,5,3,2,3,2,1,2,4,2,5,3,2,1,2,4,4,3,5,2,5,5,3,3,4,2,5,5,2,3,2,4,2,1,4,2,2,5,5,3,5,1,4,3,"psychoanalyse, ob glÃ¼ck das gehirn beeinflusst?",3.6,1.25,3.25,1.25,2,3.5,4,3.5,4,2.5,2.75,3.6,4,3.66666666666667,3.2,3,2.5,3,4,1.5,5,4.75,2.25,3.06190476190476,3.24444444444444,3.1531746031746,NA,1,9.632329566243058,9.632353443356832
611,"6/20/2018 18:40:22",3,1,20,1,2,3,3,2,5,4,3,5,3,2,3,5,3,3,4,2,1,5,3,2,2,3,3,5,3,1,3,2,4,3,4,1,2,1,1,3,1,4,2,3,1,2,3,1,1,3,4,3,5,4,3,3,2,4,2,5,1,3,2,1,1,1,3,1,3,2,2,4,4,2,4,5,3,3,4,3,3,3,4,2,1,1,4,2,4,5,4,3,2,1,4,1,3,2,"Zusammenhang von SelbstwertgefÃ¼hl und Erfolg in sozialen Beziehungen",4.6,2.5,2.75,3,3.5,2,4.5,3.75,2.25,3,2.5,2.6,4.75,2.33333333333333,2.8,2.8,1,3,2.4,1.5,3.66666666666667,3.5,4,3.1452380952381,2.74074074074074,2.94298941798942,NA,1,7.6299550774374785,7.629953897497812
613,"6/20/2018 18:42:11",2,2,40,1,3,1,4,5,5,1,2,1,5,5,3,5,1,4,5,5,2,5,2,2,1,3,4,5,5,5,2,3,5,1,5,1,3,1,5,4,2,3,5,5,2,3,5,1,1,1,5,1,5,5,2,1,1,5,3,5,1,4,4,1,1,1,4,1,3,5,5,3,3,3,1,4,2,4,3,5,1,5,5,3,3,3,3,3,5,3,3,4,3,3,1,1,4,1,"Keine Ahnung",4.8,5,2,1.75,4,1.75,2.5,3.25,2.5,2.5,1.5,2,4.25,1,4,4.2,1.5,3,2.8,2.5,1.66666666666667,3.5,3,2.77142857142857,2.90740740740741,2.83941798941799,NA,1,5.447997833522235,5.447996660561739
615,"6/20/2018 18:42:57",9,1,25,1,1,4,4,2,2,1,2,2,3,1,2,1,2,2,2,3,1,4,1,3,3,2,1,1,2,2,2,3,3,2,1,3,2,2,3,3,3,2,1,2,1,1,2,4,1,2,2,2,2,2,2,2,1,2,2,2,4,3,4,4,5,5,3,2,4,3,3,4,4,4,5,3,3,3,4,3,4,5,4,4,3,4,5,5,4,4,3,4,3,2,4,4,3,5,"?",2.4,4,3.75,3,3.5,4,4,5,3.5,4,5,4,4.5,4.33333333333333,3.2,3,4.25,3,4.4,3.5,4,4.25,4.25,3.92738095238095,3.76111111111111,3.84424603174603,NA,1,7.233374831034531,7.233373647620012
622,"6/22/2018 8:41:46",9,2,20,1,3,3,4,4,2,2,4,4,3,4,4,4,2,2,5,3,5,4,4,3,5,4,3,5,3,3,2,3,2,4,2,2,3,4,5,4,3,4,4,2,4,3,2,4,3,5,5,3,4,3,3,4,3,3,4,3,4,2,3,2,1,2,2,1,3,3,4,3,3,2,3,1,1,2,2,2,3,2,4,3,1,2,1,1,2,1,2,2,3,2,4,1,1,4,"Evaluation von GemÃ¼htszustand",2.8,1.75,2.5,2.75,2.25,3.25,2.25,2.5,3,2,2,3,2.25,3.66666666666667,2.6,2.2,1.75,2,2.4,1.25,3.33333333333333,2.25,2,2.56904761904762,2.19814814814815,2.38359788359788,NA,1,9.729672847317342,9.729697716258569
623,"6/22/2018 8:43:28",6,1,21,2,3,3,4,4,3,4,3,4,3,3,4,3,4,3,3,4,3,3,5,4,2,3,3,4,3,2,3,2,3,4,3,2,4,5,4,3,1,4,4,4,3,3,3,2,3,3,3,3,2,3,2,4,4,3,4,3,1,4,4,4,3,3,3,2,2,2,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,3,3,3,4,3,4,3,3,3,"ich weiÃŸ es nicht",4.2,2.25,2.25,2.75,3.75,3.25,2.25,2,2.5,2.5,2.75,3,2.75,2.66666666666667,3,3.2,3.5,3.33333333333333,3,3,3,3.25,2.75,2.77619047619048,3.11481481481481,2.94550264550265,NA,1,10.71552688884262,10.71555378189798
624,"6/22/2018 8:43:53",3,1,19,1,3,1,3,4,1,3,3,3,2,1,4,3,3,2,3,4,2,4,3,3,4,2,3,4,2,3,1,3,3,2,4,3,3,4,4,3,1,3,3,4,3,4,3,2,2,3,3,3,2,4,2,2,1,2,4,4,3,3,3,4,1,1,2,1,3,1,3,2,1,1,1,5,1,1,3,4,2,3,4,2,1,5,2,1,2,3,4,2,5,2,1,1,4,1,"Untersuchung der PersÃ¶nlichkeit<br>",4,3.5,2.25,3.5,3,4.5,2.25,3.5,2.5,3,3,3,3.5,2.66666666666667,3,2.6,2.75,3,1.6,1,1.33333333333333,3,2.5,3.1547619047619,2.30925925925926,2.73201058201058,NA,1,8.551079782512362,8.551102983033395
626,"6/22/2018 9:46:38",6,1,19,1,1,1,2,2,2,3,2,3,1,1,5,2,1,2,4,2,1,2,1,1,4,1,1,4,1,5,1,2,2,1,1,2,3,1,1,3,2,4,1,3,1,1,4,4,1,3,2,4,1,3,3,3,2,5,3,3,3,1,2,4,2,1,2,2,5,5,3,5,1,1,5,3,4,2,5,3,1,2,5,2,2,4,4,1,1,4,2,1,5,1,5,2,2,2,"Aufschluss Ã¼ber VerknÃ¼pfungen mit Begriffen, Reaktionszeit etc.",3.6,3.5,2.5,4,3.25,4.75,3.25,4.75,3.75,4.25,4,3,5,3,4.4,2,2.75,2.66666666666667,1.6,1.5,2.33333333333333,3,4.5,3.75714285714286,2.75,3.25357142857143,NA,1,9.385805298163477,9.385830183348052
627,"6/22/2018 9:48:49",1,1,30,1,4,5,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,5,4,4,3,3,4,4,3,3,3,4,2,3,4,4,4,4,5,5,4,5,3,5,4,3,3,4,2,4,3,3,4,3,2,3,2,4,3,5,2,2,2,2,2,2,3,2,1,2,2,3,3,2,2,2,2,3,1,4,3,1,3,3,3,2,2,2,2,3,2,2,2,4,2,2,2,"WÃ¶rter merken",1.6,3.75,2,1.75,2.75,2.75,2.25,1.75,2.5,2.25,2.25,2.6,1.75,3.33333333333333,1.4,2,2.25,2.66666666666667,2.2,2.75,3.66666666666667,2.25,2,2.37738095238095,2.3537037037037,2.3655423280423298,NA,1,5.923981168804501,5.923979979845343
628,"6/22/2018 15:35:42",6,2,20,4,2,4,3,4,5,4,3,3,5,4,3,5,3,2,2,3,4,4,3,5,4,3,3,4,5,4,5,4,3,2,4,2,3,3,4,4,5,4,3,5,4,3,2,5,3,3,3,2,2,3,4,4,1,5,3,4,2,1,3,2,2,1,4,1,4,4,2,3,2,1,3,2,1,2,2,4,4,2,4,2,1,3,4,2,3,2,1,2,5,1,3,1,2,3,"Ob die Teilnehmer*innen glÃ¼cklich sind, oder nicht.",2.4,3,2.75,2.5,2.25,1.75,2.5,3.75,2.5,2.5,2,3.6,2,1.33333333333333,3.6,2.2,1.75,1.33333333333333,2.4,1.25,3,2.5,3.25,2.48809523809524,2.36481481481482,2.42645502645503,NA,1,6.438793884631531,6.438792691261455
629,"6/22/2018 15:42:18",4,1,20,1,3,4,4,5,4,4,4,5,4,4,3,2,4,3,4,4,3,4,3,4,4,4,3,5,4,5,3,4,4,5,4,3,3,4,3,3,1,4,4,4,3,5,4,2,4,4,4,3,4,4,4,4,3,4,5,5,1,2,2,3,3,4,2,1,2,3,2,2,2,2,3,3,4,3,3,3,4,3,3,2,3,2,2,3,2,3,3,2,4,2,4,2,2,2,"Messung der KonzentrationsfÃ¤higkeit bzw. dem Merken von Begriffen",3.8,1.5,2.25,2.5,2,2.25,1.25,2.75,2,2.25,2,2.4,2.5,2,3.4,2.2,2.75,2.66666666666667,2.2,2.25,3.33333333333333,2.75,2.25,2.24642857142857,2.64444444444444,2.44543650793651,NA,1,5.871693996204796,5.87169280345672
631,"6/22/2018 15:43:01",6,1,21,1,4,3,4,3,1,4,4,3,5,4,3,1,4,1,1,3,2,4,5,4,5,3,3,2,1,2,2,4,3,1,2,1,3,3,5,5,1,3,5,4,2,3,2,1,1,1,5,3,3,5,5,3,3,2,5,5,1,1,1,1,2,1,2,1,1,1,3,3,3,2,3,2,4,3,5,4,1,3,3,4,5,2,1,1,2,2,5,4,1,1,2,3,1,1,"Diverse Ansichten zu erkennen",4.6,4,2.5,2.25,1.5,4.25,2.75,1.75,2,1.75,3.5,3.6,3.75,3.33333333333333,2.6,2,1.75,3.66666666666667,2.6,2.25,2,2.25,1.75,2.96666666666667,2.31851851851852,2.64259259259259,NA,1,6.3799504919817105,6.379949294847809
632,"6/22/2018 15:43:21",3,1,20,3,4,3,3,4,3,4,4,4,2,4,4,2,4,1,4,4,4,4,4,4,4,5,5,3,4,3,3,4,4,3,3,4,4,3,4,3,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,2,1,1,1,1,1,2,2,3,3,2,2,3,3,3,2,4,2,3,3,4,2,2,2,2,2,1,3,2,2,3,3,4,2,4,1,1,2,"SelbsteinschÃ¤tzung untersuchen",3.2,2.5,2,3.75,2,2.5,2.5,2.25,2,1.75,2.75,2,2,2.33333333333333,3.2,1.6,1.25,2.66666666666667,2,2.5,3.66666666666667,2,2,2.3952380952381,2.32037037037037,2.35780423280423,NA,1,5.272670253359751,5.272669060826327
633,"6/22/2018 15:48:11",6,1,21,1,1,5,3,3,4,5,4,4,2,2,5,2,4,3,3,5,3,2,3,2,4,1,3,1,3,5,1,2,3,2,5,5,2,2,5,5,3,5,2,1,2,4,3,5,1,2,4,4,3,5,3,2,4,5,3,2,3,1,1,4,1,1,1,3,5,1,4,5,5,1,3,1,4,2,5,4,2,2,2,3,2,5,4,3,4,5,5,2,4,2,5,2,2,1,"AufmerksamkeitsvermÃ¶gen",1.8,3.5,1,2.75,2.75,3.25,2.75,3.5,3.5,2.25,3.75,2.8,4,2.33333333333333,3,2,3,4,2.2,2.25,4,1.75,4.75,2.85238095238095,2.99444444444444,2.9234126984127,NA,1,5.713171170488986,5.713169972305206
635,"6/22/2018 16:45:05",6,2,18,1,1,1,4,5,1,4,4,2,5,1,4,1,3,5,1,4,1,2,1,1,4,5,1,1,1,3,1,1,5,3,1,1,1,1,4,5,1,2,5,5,2,1,1,1,1,4,1,1,4,5,4,4,1,1,1,1,1,2,5,5,5,2,3,1,5,5,5,5,5,5,5,5,1,3,5,3,5,5,5,2,5,1,5,1,5,5,5,5,3,3,5,3,3,3,"Verhaltensmuster bei unterschiedlichen Personen untersuchen",5,2.75,2.25,1.25,2.75,4.25,3.5,4,4.25,2.5,5,4.2,4.75,3.66666666666667,3.4,3.2,2.75,4.33333333333333,4,3,5,5,5,3.5797619047619,3.96481481481482,3.77228835978836,NA,1,6.201262332615373,6.201261130065442
637,"6/22/2018 16:45:49",3,1,29,1,4,3,4,4,4,5,4,3,3,2,4,4,4,2,1,4,4,4,3,4,5,4,2,3,3,2,4,4,3,2,2,1,4,4,4,4,2,4,4,3,3,3,2,1,4,3,5,3,3,4,4,5,3,4,4,3,1,2,2,2,3,3,3,4,1,4,2,1,3,4,3,1,2,2,4,3,2,1,2,3,2,1,1,2,2,1,3,4,4,3,3,1,2,2,"WeiÃŸ ich nicht",4.4,2.75,2,2.75,1.75,2.5,2.5,2.5,2.25,1.5,3,3.8,2.25,3,3,2.2,1.75,3.33333333333333,2.8,3,2.66666666666667,1.75,1,2.63928571428571,2.38888888888889,2.5140873015873,NA,1,5.138524514429778,5.138523316676721
638,"6/22/2018 16:46:00",3,1,25,1,4,4,4,3,3,3,4,4,4,3,4,2,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,2,2,2,3,3,2,1,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,3,2,3,3,3,3,3,1,2,3,"Aufmerksamkeit Ã¼ber die Zeit testen",2.2,2,2.25,2,2,3,3,2,2.25,2.25,3,2,2.5,2,2.2,2,2,3,3,1.75,2.66666666666667,2,2.25,2.31785714285714,2.31851851851852,2.31818783068783,NA,1,4.3053426936307915,4.305342686592685
