"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","date"
169,"11/23/2017 8:50:17",6,2,19,1,1,3,1,4,3,3,4,4,3,3,3,2,2,2,4,3,4,4,3,3,4,3,3,4,3,5,3,4,3,4,3,1,3,4,3,2,1,3,2,3,4,4,3,1,3,4,4,2,3,3,4,3,2,3,4,4,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,3,1,1,1,2,3,2,2,1,1,2,1,1,2,1,1,1,3,1,2,1,1,1,"Auswirkung von SelbstwertgefÃ¼hl und Stimmung auf die Wahrnehmung unangenehmer und angenehmer Reize",4.6,2.25,3,4,2,3,1.75,4,2.75,2.75,2.75,3,2.5,3,1.8,1.2,1.5,1,1.2,1,2.66666666666667,1.75,1.5,2.95357142857143,1.51296296296296,2.2332671957672,NA,1,0.8617548766449075,"2017/11/23 08:50:17"
170,"11/23/2017 8:50:22",5,1,19,1,4,4,3,4,2,4,4,3,3,3,2,2,3,2,3,2,3,4,4,4,4,3,3,2,2,3,3,4,5,4,2,2,4,4,3,3,1,3,4,3,3,4,4,1,4,5,4,3,3,4,4,4,3,3,4,4,1,1,2,3,2,1,2,1,2,1,1,2,3,1,3,3,1,2,3,2,3,2,2,2,2,3,3,2,3,2,2,2,3,2,4,1,2,2,"Zusammenhang zwischen PersÃ¶nlichkeitsmerkmalen verscheidneer emotionaler ZustÃ¤nde und kognitiven FÃ¤higkeiten",4.2,2,3.25,3.25,2,3.5,2.25,2.25,2.25,2.5,3.25,2.4,2.5,3.33333333333333,1.8,1.6,2,2.33333333333333,2.2,1.5,3.33333333333333,2.5,2.25,2.78095238095238,2.16851851851852,2.47473544973545,NA,1,0.8562471300838046,"2017/11/23 08:50:22"
171,"11/23/2017 8:51:01",2,2,19,1,5,5,5,5,3,5,4,4,3,5,2,1,4,3,5,3,5,4,4,5,5,4,5,2,3,4,3,5,5,5,1,5,5,5,5,3,5,2,4,3,5,5,5,5,5,5,5,4,4,3,4,5,3,4,4,4,5,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,"selbstwertgefÃ¼hl und den status einer beziehung festzustellen.",1,1.25,3.5,2.5,1.5,2.75,1.5,2,1.75,1.25,2.75,1.2,1,3.33333333333333,1,1,1.25,1.66666666666667,1,1.5,1.66666666666667,1,1,1.94880952380952,1.23148148148148,1.5901455026455,NA,0,NA,"2017/11/23 08:51:01"
172,"11/23/2017 8:51:49",4,1,20,1,1,3,4,5,3,4,5,4,5,2,3,1,3,4,3,4,4,4,2,2,5,4,3,5,3,5,3,4,5,4,1,5,3,4,2,4,4,3,2,3,2,3,3,4,4,5,4,3,3,5,5,5,2,3,5,5,4,1,3,1,1,1,1,1,2,1,1,3,3,2,3,5,2,1,5,2,4,4,1,1,3,1,1,3,2,1,3,2,1,1,4,1,1,1,"Gute Frage. Vielleicht, ob unsichere Situationen im Leben Einfluss darauf haben, ob man die unangenehmen Bilder stÃ¤rker als unangenehm empfindet, als Persoenen, die gerade sehr viel Sicherheit und schÃ¶ne Dinge im Leben haben. Die Personen mit viel Sicherheit fokussieren sich vielleicht mehr auf die positiven Bilder in der ersten Bilderunde und empfinden die unangenehmen dann nicht also so schlimm.",2,1.5,2.25,1.75,1.25,3,1.25,4.25,2.25,2.5,3.25,2.6,3,3.66666666666667,1.4,1,1,3,1.4,2.25,3.66666666666667,3.75,1.75,2.46547619047619,2.13518518518519,2.30033068783069,NA,1,0.7946754928676231,"2017/11/23 08:51:49"
173,"11/23/2017 8:52:12",7,1,20,1,4,5,5,4,2,2,4,4,4,4,2,2,3,3,3,3,3,4,4,3,3,2,4,1,2,4,4,4,4,3,4,4,3,3,3,4,5,2,4,4,2,4,3,5,3,3,4,2,3,3,4,3,4,4,4,3,5,2,3,3,2,1,1,1,4,2,2,3,3,1,4,2,1,2,2,1,4,3,2,2,2,3,3,1,3,3,3,2,4,2,4,2,2,2,"Emotionen unterschiedlichster Art zu wecken",1.2,2.75,3.5,2,2.25,3.25,2.25,2,2.75,3.25,3.25,2.8,3.25,2,2,1.8,2.25,2.33333333333333,2.2,1.25,3.66666666666667,3,3.25,2.60714285714286,2.41666666666667,2.51190476190476,NA,1,0.8974065335251222,"2017/11/23 08:52:12"
174,"11/23/2017 8:52:12",7,1,20,1,4,5,5,4,3,4,4,3,5,5,3,4,2,4,2,3,4,5,5,4,4,5,4,4,3,3,2,4,3,5,1,5,4,5,5,5,5,4,5,3,3,3,3,5,5,5,5,4,4,5,4,5,3,2,4,4,5,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,3,2,1,1,2,2,1,1,2,1,3,1,1,1,"EinflÃ¼sse von GefÃ¼hlen auf die Psyche, wie Bilder und Worte das GemÃ¼t beeinflussen",1,1.5,2.25,1.25,2,3,2,1.75,2.25,1.25,2,2.8,2,4,1.2,1,1.25,1.33333333333333,1.2,1.75,1.66666666666667,1.25,1.75,2.075,1.37777777777778,1.72638888888889,NA,0,NA,"2017/11/23 08:52:12"
175,"11/23/2017 8:52:41",6,1,20,4,1,5,5,5,3,2,5,4,4,2,5,3,2,5,2,4,5,2,4,5,5,3,4,4,4,5,4,5,3,4,5,2,3,3,4,5,1,5,2,4,5,5,3,2,5,5,3,3,3,5,4,4,1,5,2,2,1,1,1,2,1,1,1,3,1,1,1,1,3,2,1,1,3,1,1,5,2,1,2,1,1,3,1,3,3,1,1,1,2,1,1,1,1,1,"HerbstgefÃ¼hle natÃ¼rlich?!<br>Wie wir Beziehungen zu anderen Menschen einschÃ¤tzen/empfinden (v.a. im romantischen Bereich)",3.8,1.75,1.25,1.25,1.25,2.5,2.25,4,3.75,3,2.5,3,1,1.33333333333333,2.6,1,1.75,1,1.4,2.25,2,1,1,2.33095238095238,1.55555555555556,1.94325396825397,NA,0,NA,"2017/11/23 08:52:41"
176,"11/23/2017 9:28:03",2,1,22,1,5,5,5,5,2,4,4,3,3,5,2,1,4,2,2,4,3,3,5,4,5,3,1,4,2,3,3,4,4,2,2,2,4,5,4,2,5,4,5,4,5,5,1,5,3,3,5,2,3,4,4,3,4,2,5,3,5,1,2,3,2,4,1,4,3,2,1,2,4,4,4,1,1,2,1,1,4,1,1,1,3,4,2,3,2,1,2,1,3,2,4,1,1,1,"welche Reaktion die abschlieÃŸenden Bilder bei der Versuchsperson auslÃ¶sen, je nachdem. welche Emotionen durch die vorherigen Fragen aktiviert wurden",1.6,3.25,2.5,3,1.75,3.5,1.5,1.25,2.5,2,2.25,4,2.25,3.33333333333333,1.6,1.2,3,1.66666666666667,1.4,3.5,4,2,2,2.47738095238095,2.26296296296296,2.37017195767196,NA,1,0.7345993345583991,"2017/11/23 09:28:03"
177,"11/23/2017 9:28:25",8,1,23,1,4,1,3,5,3,5,4,4,2,5,5,3,4,3,5,5,4,4,5,4,5,4,3,5,4,4,5,4,4,2,1,2,3,3,5,4,1,4,5,4,4,3,3,1,2,3,5,4,4,5,5,3,3,4,5,5,2,1,2,2,1,1,2,1,1,3,1,1,3,1,1,1,1,1,1,3,3,1,2,1,1,2,1,2,1,1,2,1,3,1,1,1,1,1,"Emotionen, MitgefÃ¼hl zu beobachten",4.6,3,1.25,3,1.5,2,1.75,1.75,2,1.25,2,2.2,2.5,3,2.4,1.2,1.5,1.33333333333333,1,1.25,2.33333333333333,1.25,1,2.27142857142857,1.47407407407407,1.87275132275132,NA,0,NA,"2017/11/23 09:28:25"
178,"11/23/2017 9:28:34",5,2,23,1,3,5,2,4,3,4,4,3,5,4,4,2,3,4,3,4,5,5,3,4,5,4,4,3,4,4,4,4,3,5,3,3,4,3,4,4,4,3,4,3,5,4,3,4,5,5,4,3,3,5,4,5,4,4,3,5,5,2,1,1,2,1,1,2,2,1,1,2,2,3,2,2,3,1,3,1,2,1,1,2,3,1,2,2,2,1,3,2,3,1,1,2,2,2,"Ich denke, dass die Studie sich ein Bild Ã¼ber meinen emotionalen Zustand machen will.",1.8,1.5,2,2.25,1.75,2.5,2.5,2.5,1.75,2,2.75,2.8,1.25,2.66666666666667,1.8,1.4,1.25,2.33333333333333,2,2.5,1.66666666666667,1.5,1.75,2.14404761904762,1.8,1.97202380952381,NA,0,NA,"2017/11/23 09:28:34"
179,"11/23/2017 9:28:42",8,1,26,4,2,2,2,3,2,4,2,1,1,2,2,3,2,2,1,2,3,4,3,3,3,4,3,3,4,4,3,2,2,1,2,2,3,3,3,1,2,3,3,3,2,2,1,1,2,1,3,1,2,2,3,1,2,3,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,2,1,1,5,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,"Das Ziel war wie die Menschen sich selbst und die Welt im Herbst empfinden.",4.2,5,3.75,4.5,3.5,3.25,3,3.5,3.25,2.5,3.5,4.4,3.5,3.33333333333333,2.2,1.6,1.25,1.66666666666667,1.6,1.25,1.66666666666667,1.25,1.75,3.65595238095238,1.58148148148148,2.61871693121693,NA,1,0.8575791250168006,"2017/11/23 09:28:42"
181,"11/23/2017 9:29:04",5,1,22,1,5,5,4,4,4,5,4,4,4,4,5,4,4,3,3,4,2,4,4,4,4,3,2,3,3,2,4,4,4,3,2,3,4,3,3,4,5,5,5,3,3,2,3,4,2,3,5,4,4,5,4,3,4,3,4,4,4,2,4,3,2,1,3,2,3,3,3,2,2,2,3,2,4,2,3,3,2,4,4,3,1,3,2,2,4,3,3,3,2,2,4,2,3,2,"Ob sich die SelbsteinschÃ¤tzung bei mehrfacher Befragung und Ã¤hnlicher Formulierung Ã¤ndert,<br>",1.8,2.75,1.25,2.25,2,2.25,2.75,1.5,2,2,2.75,2.8,3.25,3.33333333333333,3.2,2.6,2.25,2.66666666666667,2.8,1.75,2.66666666666667,3.25,2.5,2.33452380952381,2.63148148148148,2.48300264550265,NA,1,0.8531069567074074,"2017/11/23 09:29:04"
183,"11/23/2017 10:22:44",7,2,40,1,3,4,2,5,3,2,3,1,3,2,5,5,2,4,5,5,5,4,2,4,3,3,5,3,4,5,2,3,5,2,5,1,3,2,4,4,4,3,4,5,3,3,5,3,3,3,5,3,3,5,2,5,2,5,3,5,1,3,3,1,3,1,3,2,4,1,3,2,4,3,1,5,5,4,3,5,4,1,4,1,3,3,1,3,5,1,4,4,5,2,1,1,3,5,"Wielange eine VPn benÃ¶tigt um die Bilder wegzudrÃ¼cken um Resilienz zu Ã¼berprÃ¼fen.",3.4,3.25,1.5,2.75,3.25,3,2.25,3.25,2.5,2.5,2.75,1.4,2.25,1,4,3.2,1.5,3,3.6,2.75,3,2.5,2,2.50357142857143,2.83888888888889,2.67123015873016,NA,1,0.9533412119910147,"2017/11/23 10:22:44"
184,"11/23/2017 10:23:03",3,2,20,1,3,3,3,3,2,2,4,4,3,2,2,2,3,2,3,3,3,4,4,4,5,3,3,3,3,2,3,4,3,3,2,4,4,4,3,3,2,2,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,2,3,4,4,2,2,2,2,2,2,1,3,2,2,2,2,2,2,3,2,2,2,2,3,3,2,2,1,2,2,2,3,2,3,2,3,2,2,2,4,3,"Ich vermute einen wie auch immer gearteten Zusammenhang zwischen der gegenwÃ¤rtigen Wahrnehmung der eigenen Situation und der Bewertung von visuellen Impulsen untersuchen.",2.6,2.25,3.5,3.25,2,3.25,3,2.75,2.25,3,3.5,3,2.5,3.66666666666667,2.2,2.4,2,2.33333333333333,2.4,1.5,2.33333333333333,2.5,2.25,2.89404761904762,2.21296296296296,2.55350529100529,NA,1,0.8351505142232792,"2017/11/23 10:23:03"
185,"11/23/2017 10:23:10",4,2,21,1,4,3,3,4,3,4,4,2,3,4,3,2,3,4,4,3,5,4,4,3,4,5,2,3,3,4,3,4,4,2,2,4,3,3,2,4,3,2,4,4,4,4,3,5,4,5,4,4,3,3,4,3,4,2,4,4,5,2,2,1,2,4,2,2,1,1,2,2,4,3,2,3,5,2,4,3,4,2,2,3,4,2,1,4,3,2,4,2,4,3,4,4,2,2," ",2,3,3.25,2.5,2,3,2.25,2,2.5,2.25,2.75,2.6,2,3.33333333333333,3,2,2.75,3.66666666666667,2.4,3.25,4,2.25,1.5,2.53095238095238,2.75740740740741,2.64417989417989,NA,1,0.7853358126815313,"2017/11/23 10:23:10"
186,"11/23/2017 10:26:06",8,1,20,1,4,4,4,4,3,4,4,3,4,4,4,2,4,3,3,4,4,4,4,5,4,4,2,3,4,4,3,3,3,3,2,2,4,4,4,3,1,3,4,4,4,4,3,4,4,3,4,3,4,4,3,3,3,4,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,2,1,2,2,1,1,4,2,2,1,1,1,"Leute im Zusammenhang mit ihrem intimen Leben zu untersuchen",3.6,3,2.25,2.5,2.5,2.5,2.25,2.25,2,2,2.75,3.2,1.75,2.66666666666667,2,1.2,1.25,2,1.4,1.5,2.33333333333333,1.75,1.75,2.51547619047619,1.68703703703704,2.10125661375661,NA,0,NA,"2017/11/23 10:26:06"
187,"11/23/2017 10:26:22",5,2,26,1,4,2,2,4,3,3,3,4,4,3,4,3,4,3,3,4,4,4,4,5,3,3,3,1,2,4,3,3,5,2,2,2,4,4,4,2,1,4,4,3,3,4,3,2,3,4,4,3,3,4,3,3,4,5,4,4,1,2,2,1,2,2,2,2,2,2,4,3,3,2,2,3,2,2,1,4,1,2,4,2,2,1,1,1,2,2,2,2,3,2,3,2,2,2," ",4.4,2.75,2,3.25,3,3.25,2,2,2,2.5,3.25,2.6,2.25,2.66666666666667,3,2.4,1.5,1.66666666666667,2,1.75,2.33333333333333,2.25,2,2.70833333333333,2.1,2.40416666666667,NA,1,0.7810041290593523,"2017/11/23 10:26:22"
188,"11/23/2017 10:26:30",3,1,19,1,4,2,2,5,3,3,3,2,2,5,1,3,4,1,1,1,2,5,5,5,5,3,3,4,3,3,2,4,3,3,2,3,3,4,4,3,1,2,5,1,1,3,2,1,3,3,5,2,2,2,3,3,2,3,5,4,1,1,3,1,1,1,1,1,4,1,1,4,2,1,3,5,1,1,1,4,4,3,3,1,1,1,1,1,1,1,1,2,5,1,1,1,1,3," ",4.4,3.25,4.5,4,2.25,3.5,1.75,2,2,2.25,2.25,3.8,3.25,4,2.8,1,1,1,1.6,1,2.33333333333333,3.5,2.5,3.08571428571429,1.85925925925926,2.47248677248677,NA,1,0.699237669431339,"2017/11/23 10:26:30"
189,"11/23/2017 10:27:01",7,2,24,1,2,3,3,5,4,4,4,4,3,3,5,3,3,2,5,4,3,4,2,4,5,5,4,3,3,5,3,4,4,3,4,3,3,5,4,3,1,3,2,5,4,3,4,1,3,5,4,4,3,5,4,4,2,5,5,4,1,1,2,4,2,1,1,2,3,2,1,4,4,2,2,2,1,1,1,3,1,2,4,1,2,4,3,2,1,3,1,1,5,1,3,1,1,1,"Zu testen, wie man sich in der dunklen Jahreszeit fÃ¼hlt, wenn man vergeben oder Single ist.",4.2,2,1.75,3.25,1.75,2.75,1,4,2.5,1.75,3,1.8,2.5,1.33333333333333,3,1,2.5,1,1.2,2,2.66666666666667,2,3.25,2.39880952380952,2.06851851851852,2.23366402116402,NA,1,0.7680683242753117,"2017/11/23 10:27:01"
190,"11/23/2017 10:27:49",7,2,19,1,4,3,3,4,3,4,5,4,3,4,3,3,4,3,4,3,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,2,3,5,4,5,5,5,3,5,5,5,4,4,4,4,5,4,3,5,5,2,1,2,1,1,1,1,1,2,3,1,1,2,2,2,1,3,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,3,2,2,1,1,1,"In AbhÃ¤ngigkeit der grundsaÃ¤tzlichen Stimmung eines VP. den Grad des Ekels bei den letzten Bildern zu messen",3.2,1.25,2.75,2.5,1.25,2.25,1.25,1.5,1.25,1.5,1.75,1.6,1.25,2,2.6,1,1.25,2,1.2,1.5,2,1.5,1.5,1.80714285714286,1.61666666666667,1.71190476190476,NA,0,NA,"2017/11/23 10:27:49"
191,"11/23/2017 10:29:17",4,1,25,1,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,3,4,3,3,3,4,4,4,4,3,4,4,3,4,4,4,5,3,4,4,4,3,3,4,2,3,4,4,3,4,4,3,4,4,4,3,5,2,3,3,2,1,3,2,2,2,2,1,2,3,3,2,2,2,2,1,4,4,2,2,3,3,3,3,2,3,2,2,2,2,4,1,2,1,"PersÃ¶nlichkeitstypen und deren Auswirkung auf Emotionales Erleben",1.6,3,2.25,2,2.25,2.5,2,2,2.75,2.25,2.5,2.6,2.75,2,1.8,2.2,2,2,1.8,2.75,3.33333333333333,3,2.25,2.31785714285714,2.34814814814815,2.33300264550265,NA,1,0.7253387028609888,"2017/11/23 10:29:17"
192,"11/23/2017 10:46:02",7,1,24,1,5,2,3,5,4,3,4,3,4,4,3,2,4,2,2,3,5,5,5,5,5,5,2,5,3,2,4,5,2,3,2,1,5,5,4,5,1,2,4,2,4,4,2,2,5,5,5,2,4,4,4,4,4,4,4,5,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,3,2,2,3,4,1,2,2,1,2,1,2,2,4,1,2,1,1,2,"Irgendwas mit Emotionen",4.6,2.25,3,2.5,1.5,2.25,2,1.5,1.25,1.75,2.25,4,1.25,3.33333333333333,2.4,1,1.25,1.66666666666667,2.2,1.25,2,1.75,1.25,2.38809523809524,1.64074074074074,2.01441798941799,NA,0,NA,"2017/11/23 10:46:02"
193,"11/23/2017 10:46:29",4,1,20,1,4,2,3,5,2,5,3,4,3,1,3,2,4,2,4,4,2,4,4,3,3,4,2,1,2,5,3,3,4,4,2,2,2,4,2,4,1,2,4,4,2,1,2,2,2,4,5,3,3,4,3,4,3,3,5,4,1,1,1,2,1,1,1,1,2,2,1,3,3,1,1,3,3,2,2,4,3,3,3,1,1,1,1,1,2,3,2,1,5,2,3,1,1,1,"ZusammenhÃ¤nge des Wohlbefindens herausfinden.",4.4,2,2.75,3,3,3.5,1.25,2.25,2.5,2,4.75,3,3.75,3,3.4,1.2,1.25,2,1.2,1,3,2,2.25,2.93928571428571,1.92222222222222,2.43075396825397,NA,1,0.6863697753403867,"2017/11/23 10:46:29"
194,"11/23/2017 10:46:47",2,2,24,1,4,3,4,4,4,4,5,5,4,5,4,4,4,3,4,4,5,4,4,4,5,3,3,3,4,3,3,5,4,2,2,5,4,4,4,3,1,5,4,3,4,4,3,2,5,3,5,3,4,5,5,4,3,4,4,4,5,1,1,1,1,1,1,4,1,1,1,3,3,2,2,3,1,1,2,2,2,1,3,1,4,1,2,4,4,2,3,4,3,2,1,1,1,1," ",2.8,2.5,1.5,2.5,1,2.25,2.25,2.25,2,2,2,2.6,1.5,3,2,1,1,2.33333333333333,2.2,3.5,2,1.75,2,2.15357142857143,1.97592592592593,2.06474867724868,NA,0,NA,"2017/11/23 10:46:47"
195,"11/23/2017 10:55:30",5,1,20,1,5,5,4,5,1,4,5,5,4,3,3,1,5,3,4,4,5,4,5,5,5,2,5,3,4,2,4,5,4,5,2,2,5,4,2,5,1,2,5,4,5,4,3,2,5,5,5,3,4,4,5,5,4,3,5,5,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,"Emotionen in Bezug auf zwischenmenschliche Beziehungen zu erforschen",3.8,1,2.75,2,1,2.75,2,1.25,1.25,2.75,3.25,2.2,1,3,1.4,1,1,1.66666666666667,1.2,1,1.66666666666667,1.75,1,2.14285714285714,1.29814814814815,1.72050264550265,NA,0,NA,"2017/11/23 10:55:30"
196,"11/23/2017 10:55:42",5,1,20,1,5,4,4,4,4,4,4,4,4,3,3,3,4,5,4,4,3,3,4,3,3,4,4,3,2,4,4,4,4,4,4,2,4,5,3,4,1,3,4,4,3,3,3,2,3,4,5,4,3,4,4,4,5,4,4,3,1,2,3,4,2,2,2,2,4,3,3,3,3,2,3,4,2,3,2,3,3,3,3,2,2,4,2,3,2,4,2,2,3,1,4,2,1,2,"Einfluss positiver Bilder und negativer WÃ¶rter auf die Wahrnehmung unangenehmer Bilder abhÃ¤ngig von der BedÃ¼rfniskongruenz",4,2,2.5,1.75,2.25,2.75,1.75,1.5,2.5,2,3,2.2,3,2,2.8,2.2,3,1.66666666666667,2,2.25,3.33333333333333,3.25,3.25,2.37142857142857,2.63888888888889,2.50515873015873,NA,1,0.6823182881722946,"2017/11/23 10:55:42"
197,"11/23/2017 10:56:12",3,1,24,1,2,3,4,4,2,1,2,3,2,1,1,1,1,4,1,2,1,3,4,2,4,2,1,2,1,4,1,4,1,3,1,3,2,4,4,4,4,4,4,1,1,1,1,3,2,3,1,2,1,2,4,2,2,1,4,3,4,1,3,3,1,1,3,3,4,2,2,4,2,3,5,2,4,2,1,3,4,4,3,2,3,2,3,3,2,3,2,1,4,1,4,1,2,4," ",2.6,3.25,3.75,2.5,2.5,4.75,2,3,3.75,4,4.75,4.8,4.5,5,3.2,2,1.75,1.33333333333333,2,3,3.33333333333333,3.5,3.5,3.65357142857143,2.62407407407407,3.13882275132275,NA,1,0.6186542322754405,"2017/11/23 10:56:12"
204,"11/27/2017 15:53:14",5,2,24,3,5,5,5,5,2,4,4,4,3,5,2,4,4,3,4,3,4,4,5,4,4,4,3,2,2,3,4,3,4,4,2,1,3,4,3,3,4,2,5,3,4,4,5,5,4,4,4,4,2,2,3,4,4,2,4,4,5,2,2,1,1,2,2,2,1,2,3,2,5,2,3,5,1,1,2,2,4,3,4,1,1,2,2,3,2,2,2,1,3,2,5,1,2,2,"Irgendein Zusammenhang zwischen Selbstwert und der Reaktionsgeschwindigkeit auf aversive Reize",2,2,3.75,2.5,2.5,3.5,2,1.25,2.25,2.25,2.25,2,2,3.66666666666667,2.4,2,1.5,2,1.4,2,4.66666666666667,3.25,1.75,2.42261904761905,2.32962962962963,2.37612433862434,NA,1,0.6147016817745176,"2017/11/27 15:53:14"
205,"11/27/2017 15:53:21",3,1,20,1,3,4,3,4,3,4,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,4,3,2,3,4,3,4,4,4,4,3,2,3,3,3,2,3,4,4,4,3,3,3,3,4,4,4,4,3,4,4,3,4,4,3,2,3,3,2,3,3,3,2,4,3,3,5,4,3,4,3,2,3,4,3,3,4,4,3,3,3,4,2,4,4,3,3,3,3,3,2,3,3,"Ich hÃ¤tte erwartet, dass jetzt im Anschlussteil erneut Ã¤hnliche Fragen wie im Anfangsteil gestellt werden wÃ¼rden, um auszutesten, inwiefern die Bilder die aktuelle Stimmung und EinschÃ¤tzung verÃ¤ndern kÃ¶nnen.",3.2,2,2.75,2.5,2,2.75,2.25,2.5,3,2.25,3,2.6,2.5,2,3,3,2.5,3.33333333333333,3.2,2.5,3.33333333333333,3.5,4.25,2.52142857142857,3.17962962962963,2.8505291005291,NA,1,0.5622424251768129,"2017/11/27 15:53:21"
206,"11/27/2017 15:53:33",6,1,18,1,2,4,4,4,2,2,4,3,2,3,4,2,1,2,2,4,2,3,4,2,5,4,2,1,3,2,3,3,4,3,1,1,2,4,4,2,4,4,4,2,1,2,3,3,2,4,4,2,3,4,4,3,3,2,3,4,3,3,5,2,3,2,4,1,5,5,4,5,3,4,2,5,2,3,4,5,4,5,5,2,3,2,4,1,2,4,4,3,4,2,5,2,4,3,"Ich glaube, es war das Ziel der Studie, bestimmte emotionale mit kognitiven VorgÃ¤ngen zu verbinden.",3,2.75,2,3.5,2,3.25,2.75,2.75,3.5,2.5,4,3.4,4.25,4.33333333333333,4.2,3.6,2,3.33333333333333,2.6,2.25,4,4.25,4.5,3.14166666666667,3.41481481481482,3.27824074074074,NA,1,0.5828932238916237,"2017/11/27 15:53:33"
207,"11/27/2017 15:53:35",7,1,22,1,4,4,4,4,3,3,4,3,3,4,4,3,4,3,3,4,3,4,5,4,4,4,4,3,3,4,3,4,4,3,5,3,4,4,4,4,1,4,4,4,4,3,2,1,4,3,2,3,3,4,3,3,4,4,4,4,1,2,1,1,1,1,1,2,3,2,2,2,2,2,1,2,1,1,3,3,3,1,1,1,3,2,1,2,1,1,2,2,3,1,3,1,1,1,"GefÃ¼hle auf Bilder zu entwickeln",4,3,2,2.5,2.25,3,2,1.75,2,2.75,2.75,2.8,2.25,1.66666666666667,2,1.4,1.25,2,1.2,2.25,2.66666666666667,1.25,1.75,2.4797619047619,1.75185185185185,2.11580687830688,NA,0,NA,"2017/11/27 15:53:35"
209,"11/27/2017 15:53:36",4,2,22,1,4,5,4,4,3,3,3,4,3,5,3,1,3,3,3,2,3,3,4,2,3,3,4,3,3,3,2,2,3,4,3,4,3,4,3,3,5,3,4,4,4,3,3,5,4,3,4,3,3,3,4,3,4,4,4,4,5,2,2,1,2,1,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3,2,2,2,3,3,2,1,2,2,3,1,2,2,"Entweder irgendetwas das zeigt was fÃ¼r ein Zusammenhang zwischen angenehmen und unangenehmen einflÃ¼ssen besteht oder einfach nur eine Umfrage die sehr viel mit Anerkennung zu tun hat.",1.2,2.5,3.25,2.75,3,3.25,2.25,2,2.75,2.75,3,2.8,2.75,2.33333333333333,2.6,2.2,1.25,2,2.2,2.25,3,2.75,2.75,2.61309523809524,2.33333333333333,2.47321428571429,NA,1,0.5558407089193406,"2017/11/27 15:53:36"
