"CASE","Datum","Uhrzeit","DE01","DE01_03","DE02_01","DE03","DE04","DE04_02","DE04_03","DE06","DE07","DE05","DE05_06","DE09","DE09_08","DE10","DE10_02","DE18","PA01_01","PA01_02","PA01_03","PA01_04","PA01_05","PA01_06","PA01_07","PA01_08","PA01_09","PA02_10","PA02_11","PA02_12","PA02_13","PA02_14","PA02_15","PA02_16","PA02_17","PA02_18","CPUI_Score","PE02_01","PE02_02","PE02_02r","PE02_03","PE02_03r","PE02_04","PE02_05","PE02_06","PE02_07","PE02_07r","PE02_08","PE02_08r","PE02_09","PK01","PK02","PK03","PK04","PK05","PT01","PT02","PT03","PT04_01","SC01","SW01_01","SW01_02","SW01_03","SW01_04","SW01_05","SW02_06","SW02_07","SW02_08","SW02_09","SW02_10","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","sums","BF"
633,"30.12.2017","10:31:19",2,"",28,1,3,NA,10,2,NA,1,"",5,"",1,"",276,2,3,1,7,1,1,4,2,2,7,5,1,4,2,4,1,1,1,"2.722222222",5,1,5,1,5,3,5,5,1,5,4,2,2,1,2,3,1,1,2,4,4,"Einfluss von Pornographie auf das Sozialverhalten von Jugendlichen und Jungen Menschen.
- Wie sehr hat Pornographie Einfluss auf den Tages Rhythmus
- Wie beeinflusst „P“ mein Sozialverhalten, Sexualverhalten
- Besteht eine (ernstzunehmende) psychische Abhängigkeit von Pornogr. Darst.
",2,4,4,3,2,4,3,3,3,3,3,"43099.44961",1,0,13,13,0,0,0.76,2,31,1.4353627248231622
635,"30.12.2017","10:38:13",1,"",21,1,1,NA,NA,NA,6,1,"",5,"",1,"",276,1,1,1,2,1,2,4,3,1,3,1,2,1,3,2,1,1,1,"1.722222222",4,2,4,2,4,4,4,4,3,3,3,3,3,1,7,5,1,1,3,3,3,"",2,3,4,3,2,3,3,3,4,3,3,"43099.45083",1,0,13,13,2,1,0.79,1,19,1.1775293873499082
638,"30.12.2017","12:01:42",2,"",22,1,1,NA,NA,NA,4,1,"",5,"",2,"Christentum",276,3,1,3,5,2,4,2,3,1,7,5,5,5,2,3,1,1,5,"3.222222222",3,1,5,4,2,3,5,3,1,5,4,2,2,1,1,3,1,1,3,4,3,"Um die Auswirkung auf den Gemütszustand  und Motivation eines Individuums durch erotische Stimulation mittels Pornopraphie.",2,3,4,1,3,3,2,3,3,2,3,"43099.5103",1,0,13,13,0,0,0.8,4,28,1.2730278926173377
640,"30.12.2017","12:20:51",2,"",23,1,1,NA,NA,NA,4,1,"",4,"",2,"Katholisch",276,2,1,1,1,2,2,6,2,6,6,5,5,2,2,2,1,5,2,"2.944444444",4,2,4,4,2,4,4,3,2,4,2,4,4,1,3,2,1,1,2,4,3,"",2,4,3,3,3,4,3,4,4,3,4,"43099.523",1,0,13,13,2,1,0.67,0,20,1.096101188200034
642,"30.12.2017","12:53:27",1,"",22,1,1,NA,NA,NA,3,3,"",4,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,5,1,4,2,3,3,1,4,2,4,2,1,2,NA,NA,NA,3,2,4,4,"",2,2,2,3,1,1,2,2,2,3,2,"43099.54164",1,0,13,13,3,2,1.52,27,29,1.2084819200035737
647,"30.12.2017","16:49:29",1,"",21,1,1,NA,NA,NA,4,1,"",5,"",2,"evangelisch",276,1,1,1,1,2,4,3,1,6,7,1,1,1,1,1,1,3,1,"2.055555556",2,2,4,5,1,3,2,2,4,2,4,2,1,1,7,4,2,2,2,4,3,"Um den Zusammenhang zwischen Pornographie-Konsum und das eigene Selbstvertrauen Schwierigkeiten und Probleme im Alltag zu meistern",2,2,3,2,2,3,2,3,2,2,3,"43099.70644",1,0,13,13,0,0,1.27,15,25,1.2070287926526633
650,"30.12.2017","19:32:19",1,"",27,1,1,NA,NA,NA,4,2,"",7,"",1,"",276,1,1,1,1,1,1,3,2,6,6,1,1,1,1,7,1,1,1,"2.055555556",3,2,4,4,2,4,2,2,5,1,4,2,2,1,7,5,3,3,3,4,4,"um den einfluss auf unser empfinden und selbstwahrnehmung in verbindung oder nachkonsum von Pornografischem Material",2,3,4,2,2,2,2,3,3,3,3,"43099.82434",1,0,13,13,0,0,0.57,0,25,1.2055772607201756
653,"31.12.2017","11:00:07",1,"",23,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,2,4,4,2,3,4,3,4,2,3,3,1,2,NA,NA,NA,1,2,4,4,"wie sich erotische bilder auf das selbstbild auswirken",2,3,3,1,2,3,2,3,3,2,3,"43100.46568",1,0,13,13,0,0,0.66,0,20,1.044539084806143
655,"31.12.2017","14:07:53",2,"",37,1,1,NA,NA,NA,5,1,"",4,"",2,"buddhist",276,1,1,1,1,1,1,2,2,7,7,1,2,4,2,2,1,2,1,"2.166666667",5,1,5,1,5,2,3,5,1,5,1,5,3,1,1,4,1,1,3,3,4,"Ob das verlangen oder die Sucht nach Pornographie etwas mit dem Selbstbewusstsein zu tun hat.",2,3,2,3,3,3,3,4,3,3,3,"43100.59637",1,0,13,13,0,0,0.84,2,28,1.1217800171612953
660,"01.01.2018","13:48:57",2,"",24,1,3,NA,3,4,NA,3,"",4,"",2,"Evangelium",276,1,1,1,1,1,1,1,1,6,7,2,7,1,1,7,1,1,4,"2.5",4,1,5,4,2,3,4,2,2,4,2,4,1,1,3,2,1,1,3,4,4,"ICh vermute es geht um die sucht nach pornographie und denn allgemeinen konsum.
Und darum welche auswirkungen dieser Konsum auf denn alltag und denn zustand des jeweiligen hat.",2,4,3,3,3,4,4,4,3,4,3,"43101.58295",1,0,13,13,0,0,1.28,18,25,1.1202076879340461
661,"01.01.2018","21:01:12",2,"",22,1,3,NA,2,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,3,1,1,1,1,5,1,1,1,"1.333333333",5,1,5,1,5,4,3,2,1,5,1,5,4,1,5,4,1,1,3,4,4,"Pornographische sucht bei betroffenen menschen auzudecken bzw. ihnen klar zu machen, dass sie an Pornosucht leiden. ",2,3,4,4,3,3,3,3,3,3,3,"43101.88521",1,0,13,13,0,0,0.7,1,22,1.0324593150186363
662,"01.01.2018","21:01:51",2,"",23,1,3,NA,2,4,NA,1,"",5,"",2,"Evangelisch",276,1,1,1,3,6,2,4,2,2,7,2,2,1,1,1,1,4,4,"2.5",4,1,5,4,2,4,4,5,4,2,4,2,4,1,3,3,1,1,2,4,3,"Auswirkungen von Pornographie auf den Alltag.",2,2,3,3,4,4,4,4,4,4,2,"43101.88333",1,0,13,13,0,0,0.92,3,21,0.931328984186823
663,"02.01.2018","10:33:33",1,"",43,2,3,NA,8,2,NA,1,"",6,"",1,"",276,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,"1.055555556",4,1,5,4,2,4,4,4,2,4,2,4,2,1,7,5,1,1,3,4,3,"Untersuchung, ob nach Schauen von pornographischen Bildern, man sich selbst besser einschätzt, um mit Prolemen oder Schwierigkeiten klarzukommen (doppeldeutiges Wort)",2,2,3,2,2,2,2,2,2,2,2,"43102.44623",1,0,13,13,0,0,1.23,14,20,0.8263880364833894
677,"02.01.2018","13:46:44",1,"",27,1,1,NA,NA,NA,5,2,"",5,"",1,"",40,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,"1.166666667",2,1,5,4,2,4,3,3,2,4,2,4,4,1,7,5,3,3,2,4,3,"",2,3,4,2,1,3,3,3,4,2,4,"43102.57853",1,0,13,13,2,1,1.49,28,29,0.8965593999626281
678,"02.01.2018","13:57:11",1,"",20,1,1,NA,NA,NA,4,2,"",7,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,1,5,4,2,4,3,2,3,3,3,3,1,2,NA,NA,NA,3,3,4,4,"Um die Auswirkung erotischer Bilder auf den Umgang mit neuen/schweren Situationen",2,3,3,3,2,3,2,4,3,2,3,"43102.58668",1,0,13,13,0,0,1.01,6,27,0.9353746361820982
679,"02.01.2018","14:06:15",3,"Transmann",21,1,1,NA,NA,NA,5,1,"",5,"",2,"Christentum",276,1,1,1,2,2,2,1,1,6,6,1,1,1,1,1,1,1,3,"1.833333333",4,1,5,1,5,4,4,3,2,4,2,4,3,1,3,5,3,1,2,4,3,"Auswirkungen der Pornographie auf die Fähigkeit der Problemlösung und Stressresistenz ",2,3,4,3,2,2,2,3,2,2,3,"43102.59463",1,0,13,13,0,0,1.12,12,26,0.9553249034321057
687,"02.01.2018","15:10:16",1,"",31,1,3,NA,4,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1,"1.333333333",2,2,4,4,2,3,2,2,4,2,3,3,1,1,7,4,1,1,2,4,4,"",2,3,3,3,2,3,3,3,3,2,3,"43102.63758",1,0,13,13,2,1,1.24,13,29,1.044231850465721
705,"02.01.2018","23:19:14",1,"",24,1,1,NA,NA,NA,3,1,"",5,"",1,"",276,1,1,1,1,7,7,3,1,1,7,1,1,1,1,1,1,1,1,"2.111111111",4,1,5,5,1,5,5,5,4,2,1,5,4,1,3,3,1,1,2,4,4,"Eine Statistik über die Notwendigkeit von Pornographie.",2,3,2,3,2,3,3,4,3,3,3,"43102.98108",1,0,13,13,0,0,0.58,0,29,1.1462726470220017
706,"02.01.2018","23:31:16",1,"",28,1,1,NA,NA,NA,4,3,"",7,"",1,"",276,2,3,1,3,5,4,4,5,5,4,4,2,5,5,5,1,2,4,"3.555555556",3,1,5,2,4,4,3,5,3,3,3,3,4,1,4,3,3,3,2,3,3,"",2,3,3,3,2,3,3,3,3,3,3,"43102.98601",1,0,13,13,2,1,1.12,13,19,0.975236222423305
712,"03.01.2018","08:40:48",1,"",40,1,2,2,NA,4,NA,2,"",5,"",1,"",276,1,1,1,1,1,1,4,1,7,1,1,1,1,1,1,1,1,1,"1.5",5,1,5,5,1,5,5,5,1,5,1,5,1,1,7,5,3,3,2,4,4,"Marktforschung",2,4,4,4,3,4,4,4,4,4,4,"43103.3687",1,0,13,13,0,0,0.84,0,22,0.907123363378449
715,"03.01.2018","12:50:45",1,"",25,1,1,NA,NA,NA,6,2,"",7,"",1,"",40,1,1,1,1,1,1,1,1,7,7,1,7,1,1,7,1,1,1,"2.333333333",4,3,3,4,2,1,1,1,5,1,5,1,1,1,7,4,1,1,1,4,2,"Persönlichkeitswahrnehmung und wie sich diese nach pornogr. Inhalten verändert ",2,3,4,3,3,3,3,4,3,3,4,"43103.54267",1,0,13,13,0,0,1.13,13,22,0.8464383753945051
729,"04.01.2018","23:32:54",1,"",25,1,1,NA,NA,NA,5,2,"",7,"",2,"Römisch-Katholisch",276,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,"1.166666667",2,2,4,4,2,3,3,2,3,3,3,3,2,1,7,2,3,3,3,4,4,"Die Einwirkung von Pornographie auf das alltägliche Leben. Ob sie dazu führt, dass man sein Leben weniger Zielgerichtet gestalten kann, bzw. sein Leben nach der Pornographie plant. Wie frei man sich fühlt und wie stark eine Persönlichkeit ist.",2,3,4,3,3,3,3,4,3,3,3,"43104.98913",1,0,13,13,0,0,0.76,1,27,0.8811670981857153
733,"06.01.2018","21:19:46",1,"",28,1,1,NA,NA,NA,4,2,"",6,"",1,"",276,1,1,1,1,5,5,3,1,1,7,1,1,1,1,1,1,1,1,"1.888888889",4,1,5,4,2,4,3,2,4,2,4,2,1,1,6,3,3,3,3,4,3,"",2,3,2,3,2,2,2,3,3,2,3,"43106.8959",1,0,13,13,2,1,0.85,6,26,0.8988670937931255
735,"07.01.2018","14:16:07",1,"",25,1,3,NA,5,2,NA,2,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,"1.166666667",3,2,4,3,3,5,4,4,2,4,2,4,3,1,7,5,3,3,2,4,4,"Für die Teilnehmende Person um eine selbstrefelxion im bezug auf den eigenen bezug zur Pornographie
Für die auswertung eine Art Durchschnittwert zu ermitteln wie zwanghaft sich der pornographie konsum auf die Teilnhemer auswirken kann.",2,4,3,3,3,3,3,3,3,2,2,"43107.60394",1,0,13,13,0,0,0.63,1,25,0.8972256954130077
736,"07.01.2018","22:06:22",1,"",27,1,1,NA,NA,NA,5,2,"",4,"",1,"",276,2,3,1,1,5,5,6,1,1,7,1,1,1,1,1,1,1,4,"2.388888889",2,2,4,2,4,4,2,4,4,2,2,4,2,1,4,3,2,2,3,4,4,"Um die Auswirkung von Pornographie (vor und nach dem Konsum) auf die Selbsteinschätzung ",2,2,3,2,2,3,1,2,3,2,2,"43107.94122",1,0,13,13,0,0,0.47,0,30,0.9969473488473853
738,"08.01.2018","09:12:52",1,"",30,2,3,NA,9,4,NA,1,"",4,"",2,"römisch-katholisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,4,5,1,4,1,3,4,2,2,4,2,2,NA,NA,NA,1,3,4,4,"",2,2,3,2,2,3,3,3,3,2,3,"43108.39414",1,0,13,13,3,2,0.5,0,26,1.018935704482772
746,"08.01.2018","11:18:32",2,"",20,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,1,1,1,7,1,3,1,1,7,1,1,1,1,1,1,1,1,"1.777777778",4,1,5,1,5,2,4,1,4,2,1,5,1,1,3,4,3,3,2,4,4,"Spontane Vermutung wäre jetzt Einfluss von Pornographie auf das Leben bzw den Alltag",2,2,4,3,3,3,4,3,3,3,3,"43108.47878",1,0,13,13,0,0,0.86,4,29,1.115602295927864
751,"08.01.2018","13:20:29",1,"",24,1,3,NA,6,4,NA,1,"",7,"",1,"",276,1,5,1,1,2,2,1,2,1,7,1,1,2,1,2,1,1,1,"1.833333333",4,2,4,3,3,5,4,4,2,4,2,4,4,1,5,3,1,1,3,4,4,"",2,3,4,3,2,3,3,3,4,2,3,"43108.56131",1,0,13,13,2,1,1.23,15,21,1.005350751759963
753,"08.01.2018","14:30:31",1,"",23,1,3,NA,5,3,NA,1,"",7,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,1,5,3,3,4,2,2,5,1,4,2,3,2,NA,NA,NA,1,2,4,4,"",2,3,3,3,2,2,2,2,2,3,3,"43108.61022",1,0,13,13,3,2,0.77,3,21,0.9120639583865983
756,"08.01.2018","15:55:41",2,"",25,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,2,6,2,5,1,3,6,1,2,2,1,3,2,1,2,"2.333333333",4,1,5,5,1,4,4,2,3,3,3,3,1,1,3,3,3,3,3,4,4,"Die Auswirkung pornografischer Bilder und der Konsum solcher auf die Selbstwahrnehmung / das Selbstbewusstsein",2,3,2,3,2,4,3,3,2,3,3,"43108.66986",1,0,13,13,0,0,1.11,8,26,0.9307807528894652
757,"08.01.2018","16:01:59",2,"",23,2,3,NA,8,4,NA,1,"",5,"",2,"Christentum",276,1,1,1,1,1,2,3,1,7,6,4,3,2,2,5,1,1,2,"2.444444444",4,1,5,4,2,4,4,2,2,4,2,4,2,1,4,4,3,3,3,4,4,"",2,3,3,3,3,4,4,3,3,4,3,"43108.67501",1,0,13,13,2,1,0.93,4,30,1.0351224428491943
758,"08.01.2018","17:14:46",1,"",30,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,6,1,1,1,1,7,1,1,1,"1.611111111",2,1,5,4,2,3,5,2,5,1,4,2,1,1,7,4,1,1,3,4,4,"Keinen blassen Schimmer",2,3,3,2,3,3,2,2,3,2,3,"43108.72505",1,0,13,13,0,0,0.93,6,28,1.1078984019692244
759,"08.01.2018","17:57:26",2,"",21,1,3,NA,2,3,NA,1,"",4,"",2,"Evangelisch",276,1,1,1,1,1,3,3,1,7,7,3,7,1,1,1,1,1,1,"2.333333333",2,1,5,4,2,3,2,1,2,4,2,4,1,1,5,3,1,1,3,4,4,"Um herauszufinden wie die aktuelle Gesellschaft zur sucht und dem Konsum der Pornografie steht oder man herausfinden möchte ob es ein standardisierten Fragebogen erstellt werden kann um eine eigene Sucht bei dich herausfinden kann.",2,3,2,3,3,3,3,4,4,3,3,"43108.78981",1,0,13,13,0,0,0.39,0,21,1.0002629267377685
761,"08.01.2018","18:25:08",2,"",28,1,1,NA,NA,NA,5,1,"",7,"",2,"Christentum",276,1,1,1,1,4,1,7,5,1,7,1,1,4,4,2,1,2,1,"2.5",4,1,5,1,5,4,4,4,2,4,2,4,4,1,3,4,1,1,3,4,4,"vermutlich nicht um Pornographie",2,4,4,4,3,3,3,3,3,3,3,"43108.7787",1,0,13,13,0,0,0.73,2,26,1.022040255613115
762,"08.01.2018","18:38:08",2,"",19,1,1,NA,NA,NA,3,1,"",5,"",1,"",276,6,7,2,2,5,6,6,7,7,7,5,5,5,5,4,2,3,2,"4.777777778",5,1,5,1,5,3,5,4,2,4,2,4,3,1,2,2,1,1,3,4,4,"Um dem Autor dieser Studie den Master zu verschaffen",2,2,3,2,2,2,2,3,2,2,2,"43108.78294",1,0,13,13,0,0,0.91,2,35,1.2562570118574707
769,"08.01.2018","20:18:32",1,"",27,2,3,NA,7,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,"1.333333333",3,3,3,3,3,3,3,2,5,1,5,1,1,1,7,5,1,1,3,4,4,"gesteigertes oder gesenktes Selbstvertrauen nach Betrachtung von pornographischen Bildern",2,3,3,3,3,3,3,3,3,3,3,"43108.85241",1,0,13,13,0,0,0.98,6,21,1.1302229113237996
770,"08.01.2018","22:26:51",2,"",32,1,1,NA,NA,NA,4,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,"1.333333333",2,1,5,4,2,4,3,3,2,4,2,4,2,1,5,4,1,1,2,4,3,"",2,3,3,3,3,3,3,3,3,3,3,"43108.94444",1,0,13,13,2,1,0.77,3,30,1.2643739160049765
771,"09.01.2018","01:14:08",1,"",54,2,3,NA,8,1,NA,2,"",4,"",2,"evangelisch, Freie Kirche MCC",276,1,2,1,1,2,1,1,3,6,6,1,1,7,1,7,1,1,1,"2.444444444",1,1,5,5,1,4,4,4,5,1,2,4,1,1,7,3,3,3,4,4,4,"Abhänigkeit von Pornografie, bzw. wie sie das Selbstwertbild verändert",2,2,2,1,3,3,2,2,2,3,2,"43109.05855",1,0,13,13,0,0,0.93,4,26,1.29509807836482
773,"09.01.2018","12:23:44",1,"",27,1,3,NA,2,4,NA,1,"",5,"",2,"rk römisch katholisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,5,3,3,3,1,3,5,1,3,3,1,2,NA,NA,NA,1,3,4,4,"Ob es einen Zusammenhang gibt zwischen der Antworttendenz bezüglich Pornografie (Meinung/ Einstellung dazu) und anderen Variablen wie Alter, Geschlecht, Empfinden ob die Bilder erotisch waren, Zufriedenheit in der Beziehung, die Art mit der an eine Beziehung führt. Bin etwas unschlüssig was genau hier untersucht wird. Ist wahrscheinlich etwas, was nicht offensichtlich genug für mich war. Habe also eher keine Ahnung worum genau es hier ging :D",2,3,3,3,3,3,4,4,4,4,4,"43109.52675",1,0,13,13,0,0,0.56,0,25,1.2938634714707966
775,"09.01.2018","13:41:25",2,"",31,1,1,NA,NA,NA,4,2,"",7,"",1,"",276,2,1,1,3,1,6,7,1,6,7,2,3,1,2,5,1,2,6,"3.166666667",3,1,5,4,2,4,3,2,4,2,4,2,1,1,3,3,2,2,2,4,4,"Selbstbewusstsein und nach Pornografiekonsum",2,4,4,3,2,3,3,3,2,3,4,"43109.57726",1,0,13,13,0,0,0.89,2,22,1.1945165169946248
776,"09.01.2018","14:18:48",1,"",25,1,2,6,NA,1,NA,3,"",5,"",1,"",276,1,1,1,1,1,2,1,1,1,7,1,1,1,1,1,1,2,5,"1.666666667",2,1,5,4,2,4,3,2,5,1,2,4,2,1,6,4,1,1,2,4,3,"Um die Wahrnehmung von normschönen, pornographisch in Szene gesetzten Körpern (kombiniert mit Haushalts- und anderen Gebrauchsgegenständen) in Abhängigkeit von der Regelmäßigkeit des Porno-Konsums der Teilnehmer*innen?
Um die subtile Vermittlung Geschlechterrollentypischer Ideale? ",2,2,3,1,1,3,2,2,2,3,3,"43109.60984",1,0,13,13,0,0,0.89,4,22,1.1065533155994742
779,"09.01.2018","17:27:07",2,"",25,1,3,NA,4,2,NA,1,"",5,"",1,"",276,1,1,1,1,4,1,1,1,1,7,1,1,1,1,1,1,1,1,"1.5",3,2,4,4,2,4,4,3,5,1,4,2,2,1,6,4,1,1,2,4,2,"Einfluss von Pornografie auf Selbstwert 
Abhängigkeit von Pornografie",2,3,4,3,3,4,3,4,3,3,3,"43109.73282",1,0,13,13,0,0,1.25,14,26,1.1313506954607102
780,"09.01.2018","17:41:19",2,"",27,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,3,6,1,6,1,7,7,1,1,1,1,7,1,1,4,"2.833333333",4,1,5,4,2,4,4,2,5,1,1,5,3,1,5,4,1,1,3,4,4,"",2,4,4,3,2,3,3,3,3,2,3,"43109.74213",1,0,13,13,2,1,1.41,25,30,1.2656313007065958
783,"09.01.2018","19:33:48",2,"",27,1,3,NA,4,2,NA,1,"",7,"",1,"",276,3,5,2,4,3,4,5,5,5,5,3,3,3,4,3,2,2,3,"3.555555556",4,1,5,4,2,3,4,2,1,5,1,5,3,1,3,2,1,1,2,4,3,"Zusammenhang zwischen Selbsteinschätzung und Pornographiekonsum",2,2,3,3,1,4,2,3,3,1,2,"43109.82253",1,0,13,13,0,0,1.11,13,24,1.2326156785623852
786,"09.01.2018","22:19:01",1,"",23,1,3,NA,3,4,NA,1,"",5,"",1,"",276,1,1,1,1,2,2,3,1,1,3,1,1,1,1,7,1,1,1,"1.666666667",2,1,5,5,1,4,3,3,5,1,1,5,2,1,7,4,1,1,3,4,4,"Veränderung der eigenen Persönlichkeitseinschätzung nach dem Konsum von pornographischen Material?",2,3,3,3,2,3,2,2,3,2,2,"43109.94109",1,0,13,13,0,0,0.54,0,26,1.2621248489588932
787,"09.01.2018","22:27:54",2,"",23,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,2,2,1,1,2,2,2,3,1,6,2,2,4,3,2,1,4,5,"2.5",3,1,5,4,2,4,4,4,3,3,3,3,3,1,6,4,1,3,3,3,4,"Um das Thema Sexualität und ihre Auswirkung auf die Gesellschaft. Wie sich unterschiedliche Geschlechter verhalten wenn sie Sexuell erregt sind. ",2,3,3,3,2,3,3,3,3,2,2,"43109.94601",1,0,13,13,0,0,0.57,0,26,1.2928414974846645
795,"10.01.2018","13:58:32",1,"",19,1,2,9,NA,4,NA,1,"",5,"",2,"Islam",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,4,2,4,2,2,2,2,5,1,2,4,2,2,NA,NA,NA,1,2,4,3,"",2,3,3,3,3,3,3,3,3,3,3,"43110.58847",1,0,13,13,3,2,0.95,12,33,1.550894377069171
799,"10.01.2018","15:07:44",2,"",25,1,3,NA,10,4,NA,1,"",5,"",1,"",276,1,2,1,4,2,2,5,2,1,7,2,7,3,2,7,1,1,3,"2.944444444",3,1,5,2,4,4,4,3,4,2,2,4,2,1,3,3,1,1,2,4,4,"irgendwas von wegen Selbstbewusstsein und Pornografie würde ich schätzen.",2,3,2,1,2,2,3,3,2,2,2,"43110.63861",1,0,13,13,0,0,0.77,1,29,1.719835647705398
804,"10.01.2018","15:49:42",1,"",23,1,2,7,NA,4,NA,1,"",7,"",1,"",276,1,1,1,1,2,2,1,1,4,5,1,3,5,2,1,1,1,2,"1.944444444",1,2,4,5,1,1,3,2,4,2,4,2,1,1,6,5,1,1,3,4,4,"Um die Selbsteinschätzung in Bezug auf eigene Fähigkeiten und um Selbstewusstsein.",2,2,4,3,3,4,2,4,4,3,4,"43110.66654",1,0,13,13,0,0,0.89,3,29,1.9157490983218182
810,"10.01.2018","16:28:29",1,"",21,1,2,5,NA,2,NA,1,"",5,"",1,"",276,1,1,1,4,7,6,6,1,6,7,1,2,1,1,2,1,1,2,"2.833333333",4,2,4,4,2,3,4,2,2,4,2,4,1,1,5,2,1,1,1,4,4,"Einfluss von Pornographie auf Selbstbewusstsein",2,2,3,2,1,2,2,3,3,1,2,"43110.69338",1,0,13,13,0,0,0.82,1,23,1.8003183741045903
811,"10.01.2018","17:27:52",1,"",19,1,2,10,NA,4,NA,1,"",5,"",1,"",276,1,1,1,4,5,4,7,2,7,7,1,1,1,1,1,1,2,1,"2.666666667",3,2,4,4,2,4,4,4,2,4,2,4,2,1,6,3,1,1,4,4,4,"",2,3,3,3,2,2,3,4,3,3,2,"43110.73282",1,0,13,13,2,1,1.43,24,20,1.5424826842918815
813,"10.01.2018","18:07:42",2,"",21,1,1,NA,NA,NA,4,1,"",5,"",1,"",276,1,1,1,1,5,3,5,1,7,7,5,5,4,4,6,1,1,5,"3.5",4,1,5,2,4,3,2,1,4,2,2,4,2,1,4,4,1,1,4,4,4,"Um den Zusammenhang von Selbstwert und Selbstbewusstsein unter Einfluss von erotischen Stimuli.",2,3,3,3,2,3,2,2,3,3,2,"43110.76478",1,0,13,13,0,0,0.69,1,24,1.4998003937926716
814,"10.01.2018","19:09:29",2,"",35,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,"1.222222222",3,1,5,4,2,3,2,2,3,3,3,3,1,1,7,5,1,1,1,4,3,"- Stresslevelerfassung, durch die Wartezeit zwischen der Aufforderung die Maus beiseite zu schieben um einen beliebigen Knopf zu drücken und dem Beginn der Bilderreihe, anhand der Tastenanschläge um den Beginn der Bilderreihe zu beschnleunigen",2,3,2,3,3,4,3,4,3,2,3,"43110.80689",1,0,13,13,0,0,1.73,41,26,1.5389566461059299
815,"10.01.2018","19:26:56",1,"",20,1,1,NA,NA,NA,3,1,"",5,"",2,"katholisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,3,3,4,2,3,3,3,4,2,2,4,3,2,NA,NA,NA,1,2,4,4,"Wirkung von Erotik ",2,3,3,3,3,3,3,3,3,3,3,"43110.81657",1,0,13,13,0,0,0.98,9,31,1.785021896111218
816,"10.01.2018","19:45:19",1,"",20,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,"1.055555556",1,1,5,5,1,5,3,4,4,2,4,2,1,1,7,5,1,3,3,4,4,"Darum, ob Pornographie, in denen Frauen oft herabgewürdigt und als Sexobjekte dargestellt werden, negative Auswirkungen auf das Selbstwertgefühl von anderen Frauen haben kann.",2,4,3,3,3,3,3,3,3,3,4,"43110.83127",1,0,13,13,0,0,0.86,3,28,1.9380540286830312
817,"10.01.2018","20:43:58",1,"",19,1,3,NA,1,4,NA,1,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,5,4,2,4,1,1,2,4,2,4,4,2,NA,NA,NA,1,2,4,3,"Aufmerksamkeit",2,2,3,1,2,2,3,2,2,2,2,"43110.86954",1,0,13,13,0,0,0.93,3,22,1.7657590184080048
